id,timestamp,hostname,interface,description,encapsulation,vlan,rewrite,input_policy,output_policy,modified_by_id
36907,2021-05-19 07:07:30.154565,CABN5695CICU001,Bundle-Ether1001.102,"PID104718310_MULTINETWORK CABLE TELEVISION, INC.__5000M",dot1q,102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36908,2021-05-19 07:07:30.154633,CABN5695CICU001,Bundle-Ether1003.101,PID1-19NGYXI_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_20M,dot1q,101,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36909,2021-05-19 07:07:30.154670,CABN5695CICU001,Bundle-Ether10002.1025,CABHUOL001 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
36910,2021-05-19 07:07:30.154701,CABN5695CICU001,Bundle-Ether10002.1039,CABHUOL001_FNAT,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36911,2021-05-19 07:07:30.154731,CABN5695CICU001,Bundle-Ether10002.1103,THE AREA PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS IN THE PHI_PID104486843_SID CJCLD01-052018-88768_I-GATE LITE_40M,dot1q,1103,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36912,2021-05-19 07:07:30.154762,CABN5695CICU001,Bundle-Ether10002.1110,SMART COMMUNICATIONS INC._PID1-YHX5BN_I-GATE BOD_100M,dot1q,1110,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36913,2021-05-19 07:07:30.154792,CABN5695CICU001,Bundle-Ether10002.1127,"DICT-CABANATUAN CITY, NUEVA E_PID1-1AEDL14_I-GATE DIRECT_10M",dot1q,1127,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36914,2021-05-19 07:07:30.154823,CABN5695CICU001,Bundle-Ether10002.2024,CABHUOL001 FTTH RTP,dot1q,2024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
36915,2021-05-19 07:07:30.154852,CABN5695CICU001,Bundle-Ether10002.2030,CABHUOL001_CONS,dot1q,2030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36916,2021-05-19 07:07:30.154882,CABN5695CICU001,Bundle-Ether10002.2035,CABHUOL001_PFCONS,dot1q,2035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36917,2021-05-19 07:07:30.154911,CABN5695CICU001,Bundle-Ether10002.2050,CABHUOL001_CORP,dot1q,2050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36918,2021-05-19 07:07:30.154941,CABN5695CICU001,Bundle-Ether10002.2059,CABHUOL001_VOLM,dot1q,2059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36919,2021-05-19 07:07:30.154971,CABN5695CICU001,Bundle-Ether10002.2102,BANGKO SENTRAL NG PILIPINAS_SIDBSNP01-112020-00573_IGATE_10M,dot1q,2102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36920,2021-05-19 07:07:30.155000,CABN5695CICU001,Bundle-Ether10003.1025,ALGHUOL001 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
36921,2021-05-19 07:07:30.155030,CABN5695CICU001,Bundle-Ether10003.1039,ALGHUOL001_FNAT,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36922,2021-05-19 07:07:30.155059,CABN5695CICU001,Bundle-Ether10003.2024,ALGHUOL001 FTTH RTP,dot1q,2024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
36923,2021-05-19 07:07:30.155088,CABN5695CICU001,Bundle-Ether10003.2030,ALGHUOL001_CONS,dot1q,2030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36924,2021-05-19 07:07:30.155118,CABN5695CICU001,Bundle-Ether10003.2035,ALGHUOL001_PFCONS,dot1q,2035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36925,2021-05-19 07:07:30.155148,CABN5695CICU001,Bundle-Ether10003.2050,ALGHUOL001_CORP,dot1q,2050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36926,2021-05-19 07:07:30.155177,CABN5695CICU001,Bundle-Ether10003.2059,ALGHUOL001_VOLM,dot1q,2059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36927,2021-05-19 07:07:30.155206,CABN5695CICU001,Bundle-Ether10006.1024,MNXFEOL001 FTTH RTP,dot1q,1024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
36928,2021-05-19 07:07:30.155236,CABN5695CICU001,Bundle-Ether10006.1025,MNXFEOL001 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
36929,2021-05-19 07:07:30.155265,CABN5695CICU001,Bundle-Ether10006.1030,MNXFEOL001_CONS,dot1q,1030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36930,2021-05-19 07:07:30.155295,CABN5695CICU001,Bundle-Ether10006.1035,MNXFEOL001_PFCONS,dot1q,1035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36931,2021-05-19 07:07:30.155324,CABN5695CICU001,Bundle-Ether10006.1039,MNXFEOL001_FNAT_1,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36932,2021-05-19 07:07:30.155354,CABN5695CICU001,Bundle-Ether10006.1050,MNXFEOL001_CORP,dot1q,1050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36933,2021-05-19 07:07:30.155383,CABN5695CICU001,Bundle-Ether10006.1059,MNXFEOL001_VOLM,dot1q,1059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36934,2021-05-19 07:07:30.155413,CABN5695CICU001,Bundle-Ether10006.1102,DEXLAINE COMPUTER SALES AND SERVICES_PID1-18T1YKE_I-GATE_20M,dot1q,1102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36935,2021-05-19 07:07:30.155442,CABN5695CICU001,Bundle-Ether10008.1025,SRNHUOL001 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
36936,2021-05-19 07:07:30.155472,CABN5695CICU001,Bundle-Ether10008.1039,SRNHUOL001_FNAT_1,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36937,2021-05-19 07:07:30.155501,CABN5695CICU001,Bundle-Ether10008.2024,SRNHUOL001 FTTH RTP,dot1q,2024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
36938,2021-05-19 07:07:30.155530,CABN5695CICU001,Bundle-Ether10008.2030,SRNHUOL001_CONS,dot1q,2030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36939,2021-05-19 07:07:30.155560,CABN5695CICU001,Bundle-Ether10008.2035,SRNHUOL001_PFCONS,dot1q,2035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36940,2021-05-19 07:07:30.155589,CABN5695CICU001,Bundle-Ether10008.2050,SRNHUOL001_CORP,dot1q,2050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36941,2021-05-19 07:07:30.155659,CABN5695CICU001,Bundle-Ether10008.2059,SRNHUOL001_VOLM,dot1q,2059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36942,2021-05-19 07:07:30.155710,CABN5695CICU001,Bundle-Ether10008.2100,UNION GALVASTEEL CORPORATION_PID1-1CB1VH7_I-GATE PREMIUM_30M,dot1q,2100,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36943,2021-05-19 07:07:30.155744,CABN5695CICU001,Bundle-Ether10011.1025,TVRHUOL001 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
36944,2021-05-19 07:07:30.155774,CABN5695CICU001,Bundle-Ether10011.1039,TVRHUOL001_FNAT_1,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36945,2021-05-19 07:07:30.155804,CABN5695CICU001,Bundle-Ether10011.1112,DICT-NUEVA ECIJA_PID1-1ACV49L_I-GATE DIRECT_10M,dot1q,1112,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36946,2021-05-19 07:07:30.155834,CABN5695CICU001,Bundle-Ether10011.1113,DICT-NUEVA ECIJA_PID1-1ACX0OI_I-GATE DIRECT_10M,dot1q,1113,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36947,2021-05-19 07:07:30.155864,CABN5695CICU001,Bundle-Ether10011.2024,TVRHUOL001 FTTH RTP,dot1q,2024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
36948,2021-05-19 07:07:30.155894,CABN5695CICU001,Bundle-Ether10011.2030,TVRHUOL001_CONS,dot1q,2030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36949,2021-05-19 07:07:30.155923,CABN5695CICU001,Bundle-Ether10011.2035,TVRHUOL001_PFCONS,dot1q,2035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36950,2021-05-19 07:07:30.155953,CABN5695CICU001,Bundle-Ether10011.2050,TVRHUOL001_CORP,dot1q,2050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36951,2021-05-19 07:07:30.155995,CABN5695CICU001,Bundle-Ether10011.2059,TVRHUOL001_VOLM,dot1q,2059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
36952,2021-05-19 07:07:30.156028,CABN5695CICU001,Bundle-Ether10011.2100,MCCC IT SOLUTIONS_PID1-1CH3F37_SIDMIS314-032021-01846_I-GATE PREMIUM_10M,dot1q,2100,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
36953,2021-05-19 07:07:30.156063,CABN5695CICU001,TenGigE0/0/1/8.102,PID1-1BIXH5O_CITI CABLEWORLD INC._I-GATE DIRECT_5000M,dot1q,102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38867,2021-05-20 03:41:52.682632,BATS0002CICU001,Bundle-Ether1001.103,PID1-16XONTQ_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_50M,dot1q,103,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38868,2021-05-20 03:41:52.682800,BATS0002CICU001,Bundle-Ether5001.530,BATFEAG022 VDSL DHCP,dot1q,530,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38869,2021-05-20 03:41:52.682862,BATS0002CICU001,Bundle-Ether5001.539,BATFEAG022 DSL Volume Based,dot1q,539,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38870,2021-05-20 03:41:52.682913,BATS0002CICU001,Bundle-Ether5001.540,BATFEAG022 ADSL DHCP,dot1q,540,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38871,2021-05-20 03:41:52.682966,BATS0002CICU001,Bundle-Ether5001.550,BATFEAG022 DSL PPPoE,dot1q,550,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38872,2021-05-20 03:41:52.683003,BATS0002CICU001,Bundle-Ether5001.1025,BATFEAG022 DSL IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
38873,2021-05-20 03:41:52.683045,BATS0002CICU001,Bundle-Ether5001.1621,BATFEAG022 DSL Public IP,dot1q,1621,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38874,2021-05-20 03:41:52.683082,BATS0002CICU001,Bundle-Ether5001.3997,BATFEAG022_VDSL_Prepaid_DHCP,dot1q,3997,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38875,2021-05-20 03:41:52.683119,BATS0002CICU001,Bundle-Ether5002.530,BATFEAG023 VDSL DHCP,dot1q,530,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38876,2021-05-20 03:41:52.683155,BATS0002CICU001,Bundle-Ether5002.539,BATFEAG023 DSL Volume Based,dot1q,539,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38877,2021-05-20 03:41:52.683192,BATS0002CICU001,Bundle-Ether5002.540,BATFEAG023 ADSL DHCP,dot1q,540,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38878,2021-05-20 03:41:52.683228,BATS0002CICU001,Bundle-Ether5002.550,BATFEAG023 DSL PPPoE,dot1q,550,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38879,2021-05-20 03:41:52.683265,BATS0002CICU001,Bundle-Ether5002.1025,BATFEAG023 DSL IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
38880,2021-05-20 03:41:52.683301,BATS0002CICU001,Bundle-Ether5002.1621,BATFEAG023 DSL Public IP,dot1q,1621,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38881,2021-05-20 03:41:52.683338,BATS0002CICU001,Bundle-Ether5002.3997,BATFEAG023_VDSL_Prepaid_DHCP,dot1q,3997,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38882,2021-05-20 03:41:52.683374,BATS0002CICU001,Bundle-Ether5003.530,BATFEAG011 VDSL DHCP,dot1q,530,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38883,2021-05-20 03:41:52.683411,BATS0002CICU001,Bundle-Ether5003.539,BATFEAG011 DSL Volume Based,dot1q,539,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38884,2021-05-20 03:41:52.683447,BATS0002CICU001,Bundle-Ether5003.540,BATFEAG011 ADSL DHCP,dot1q,540,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38885,2021-05-20 03:41:52.683484,BATS0002CICU001,Bundle-Ether5003.550,BATFEAG011 DSL PPPoE,dot1q,550,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38886,2021-05-20 03:41:52.683520,BATS0002CICU001,Bundle-Ether5003.1025,BATFEAG011 DSL IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
38887,2021-05-20 03:41:52.683557,BATS0002CICU001,Bundle-Ether5003.1621,BATFEAG011 DSL Public IP,dot1q,1621,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38888,2021-05-20 03:41:52.683593,BATS0002CICU001,Bundle-Ether5003.3997,BATFEAG011 VDSL PREPAID DHCP,dot1q,3997,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38889,2021-05-20 03:41:52.683629,BATS0002CICU001,Bundle-Ether10002.1024,BATFEOL002 FTTH RTP,dot1q,1024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
38890,2021-05-20 03:41:52.683665,BATS0002CICU001,Bundle-Ether10002.1025,BATFEOL002 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,,,1
38891,2021-05-20 03:41:52.683701,BATS0002CICU001,Bundle-Ether10002.1030,BATFEOL002 FTTH DHCP,dot1q,1030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38892,2021-05-20 03:41:52.683737,BATS0002CICU001,Bundle-Ether10002.1035,BATFEOL002 Prepaid FTTH DHCP,dot1q,1035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38893,2021-05-20 03:41:52.683774,BATS0002CICU001,Bundle-Ether10002.1039,BATFEOL002 FTTH DHCP Public IP,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38894,2021-05-20 03:41:52.683810,BATS0002CICU001,Bundle-Ether10002.1050,BATFEOL002 FTTH PPPoE,dot1q,1050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38895,2021-05-20 03:41:52.683846,BATS0002CICU001,Bundle-Ether10002.1059,BATFEOL002 FTTH DHCP Volume Based,dot1q,1059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38896,2021-05-20 03:41:52.683883,BATS0002CICU001,Bundle-Ether10002.1101,PID1-11T2FNH_SMART COMMUNICATIONS INC._I-GATE BOD_200M,dot1q,1101,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38897,2021-05-20 03:41:52.683919,BATS0002CICU001,Bundle-Ether10002.1103,SMART COMMUNICATIONS INC._PID1-17YMJ2F_SHOPS.WORK_100M,dot1q,1103,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38898,2021-05-20 03:41:52.683955,BATS0002CICU001,Bundle-Ether10002.1107,SMART COMMUNICATIONS INC._PID1-17U23D5_I-GATE BOD_100M,dot1q,1107,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38899,2021-05-20 03:41:52.683991,BATS0002CICU001,Bundle-Ether10002.1108,SMART COMMUNICATIONS INC._PID1-12QTV95_I-GATE BOD_100M,dot1q,1108,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38900,2021-05-20 03:41:52.684028,BATS0002CICU001,Bundle-Ether10002.1112,PHILIPPINE AMERICAN LIFE & GENERAL INSURANCE COMPANY_PID1-19ZFVP0_I-GATE_16M,dot1q,1112,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38901,2021-05-20 03:41:52.684065,BATS0002CICU001,Bundle-Ether10002.1118,STARLITE FERRIES INC._PID1-1AWIEJV_I-GATE_6M,dot1q,1118,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38902,2021-05-20 03:41:52.684101,BATS0002CICU001,Bundle-Ether10002.1119,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1AW1LPF_I-GATE PREMIUM_50M,dot1q,1119,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38903,2021-05-20 03:41:52.684138,BATS0002CICU001,Bundle-Ether10002.1122,BATANGAS STATE UNIVERSITY-ALANGILAN_PID1-1ACZL72_I-GATE DIRECT_10M,dot1q,1122,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38904,2021-05-20 03:41:52.684174,BATS0002CICU001,Bundle-Ether10002.1123,BATANGAS MEDICAL CENTER_PID1-1ACZGIK_I-GATE PREMIUM_10M,dot1q,1123,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38905,2021-05-20 03:41:52.684210,BATS0002CICU001,Bundle-Ether10002.1124,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1ACZGXY_I-GATE LITE_10M,dot1q,1124,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38906,2021-05-20 03:41:52.684246,BATS0002CICU001,Bundle-Ether10002.1125,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1ACZP24_I-GATE DIRECT_10M,dot1q,1125,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38907,2021-05-20 03:41:52.684282,BATS0002CICU001,Bundle-Ether10002.1139,INTER ASIA DEVELOPMENT BANK_PID1-1C5OG51_I-GATE_4M,dot1q,1139,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38908,2021-05-20 03:41:52.684319,BATS0002CICU001,Bundle-Ether10002.1140,PRUDENTIAL GUARANTEE AND ASSURANCE INC_PID1-1C37YH2_I-GATE_4M,dot1q,1140,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38909,2021-05-20 03:41:52.684355,BATS0002CICU001,Bundle-Ether10003.1024,BATFEOL003 FTTH RTP,dot1q,1024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
38910,2021-05-20 03:41:52.684391,BATS0002CICU001,Bundle-Ether10003.1025,BATFEOL003 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
38911,2021-05-20 03:41:52.684427,BATS0002CICU001,Bundle-Ether10003.1030,BATFEOL003 FTTH DHCP,dot1q,1030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38912,2021-05-20 03:41:52.684463,BATS0002CICU001,Bundle-Ether10003.1035,BATFEOL003 Prepaid FTTH DHCP,dot1q,1035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38913,2021-05-20 03:41:52.684499,BATS0002CICU001,Bundle-Ether10003.1039,BATFEOL003 FTTH DHCP Public IP,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38914,2021-05-20 03:41:52.684536,BATS0002CICU001,Bundle-Ether10003.1050,BATFEOL003 FTTH PPPoE,dot1q,1050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38915,2021-05-20 03:41:52.684572,BATS0002CICU001,Bundle-Ether10003.1059,BATFEOL003 FTTH DHCP Volume Based,dot1q,1059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38916,2021-05-20 03:41:52.684608,BATS0002CICU001,Bundle-Ether10003.1101,JGC PHILS. INC._PID1-18Z4Y4B_I-GATE_20M,dot1q,1101,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38917,2021-05-20 03:41:52.684644,BATS0002CICU001,Bundle-Ether10003.1102,SGS PHILIPPINES INC._PID1-18BAOJV_SPI80-052019-68053_16M,dot1q,1102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38918,2021-05-20 03:41:52.684680,BATS0002CICU001,Bundle-Ether10004.1024,BATFEOL004 FTTH RTP,dot1q,1024,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,,1
38919,2021-05-20 03:41:52.684717,BATS0002CICU001,Bundle-Ether10004.1025,BATFEOL004 IPTV DHCP,dot1q,1025,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-IPTV-IN,,1
38920,2021-05-20 03:41:52.684753,BATS0002CICU001,Bundle-Ether10004.1030,BATFEOL004 FTTH DHCP,dot1q,1030,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38921,2021-05-20 03:41:52.684790,BATS0002CICU001,Bundle-Ether10004.1035,BATFEOL004 Prepaid FTTH DHCP,dot1q,1035,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38922,2021-05-20 03:41:52.684826,BATS0002CICU001,Bundle-Ether10004.1039,BATFEOL004 FTTH DHCP Public IP,dot1q,1039,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38923,2021-05-20 03:41:52.684862,BATS0002CICU001,Bundle-Ether10004.1050,BATFEOL004 FTTH PPPoE,dot1q,1050,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38924,2021-05-20 03:41:52.684898,BATS0002CICU001,Bundle-Ether10004.1059,BATFEOL004 FTTH DHCP Volume Based,dot1q,1059,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-HSI-IN,,1
38925,2021-05-20 03:41:52.684934,BATS0002CICU001,Bundle-Ether10004.1101,ENERLIFE PHILIPPINES INC._PID1-1C2BMK8_I-GATE PREMIUM_10M,dot1q,1101,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38926,2021-05-20 03:41:52.684970,BATS0002CICU001,Bundle-Ether10004.1102,PHILIPPINE PORTS AUTHORITY_PID1-1CKGZRK_IGATE_40M,dot1q,1102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38927,2021-05-20 03:41:52.685006,BATS0002CICU001,TenGigE0/0/1/2.102,"PID1-1CBWUKH /SIDKCTSI01-052019-64516_KABAYAN CABLE TV SYSTEMS, INC._I-GATE DIRECT_10G",dot1q,102,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
38928,2021-05-20 03:41:52.685042,BATS0002CICU001,TenGigE0/2/1/3.101,PID1-18CQUZD_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_100M,dot1q,101,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
39457,2021-05-21 05:00:45.201378,PRQPXPRQCIBE001,Bundle-Ether65534.3071,site2_elan_evpn_p2,dot1q,3071,rewrite ingress tag pop 1 symmetric,PLDT-NSO-HQoS-IN-PARENT,,1
39458,2021-05-21 05:00:45.201438,PRQPXPRQCIBE001,Bundle-Ether65534.3072,s1_p1,dot1q,3072,rewrite ingress tag pop 1 symmetric,PLDT-FIXED-CB-VOICE-IN,PLDT-FIXED-CB-VOICE-OUT,1
39459,2021-05-21 05:00:45.417835,SPC00E67CIRO001,Bundle-Ether33.102,TI98-012017-30560_asbr_2_1-194X2PO,dot1q,102,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
39460,2021-05-21 05:00:45.417963,SPC00E67CIRO001,Bundle-Ether33.103,PID1-17X5G7W_MACROASIA SATS FOOD INDUSTRIES CORPORATION_ISDN-PRI E1_3M,dot1q,103,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
39461,2021-05-21 05:00:45.418051,SPC00E67CIRO001,Bundle-Ether33.106,PID101373037_CONVERGYS_LL_200M,dot1q,106,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
39462,2021-05-21 05:00:45.418100,SPC00E67CIRO001,Bundle-Ether33.107,PID1-14R2LCC_THE NEW ORDER OF VERIZON FAO SYNCHRONY _Metro Ethernet_1000M,dot1q,107,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
39463,2021-05-21 05:00:45.418147,SPC00E67CIRO001,Bundle-Ether33.108,"PID1-1AFLIKX_SYNCHRONY GLOBAL SERVICES PHILIPPINES, INC._METRO E-LINE_1000M",dot1q,108,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
39464,2021-05-21 05:00:45.418193,SPC00E67CIRO001,Bundle-Ether33.109,PID1-1791IHC_HTECH CORPORATION_METRO ELINE_200M,dot1q,109,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
