SITE_NAME,DEVICE_TYPE,HOSTNAME,REGION,IPV4_MANAGEMENT_IP,IPV6_MANAGEMENT_IP,IPV4_LOOPBACK0_ADDRESS,IPV6_LOOPBACK0_ADDRESS
PLDT BATANGAS,AN-1,BATS0002CICU001,SL,10.205.142.65,2405:b800::b041,10.205.134.65,2405:b800::3041

