id,timestamp,hostname,vrf,description,ipv4_rt_import,ipv4_rt_export,ipv6_rt_import,ipv6_rt_export,ipv4_max_prefix,ipv4_max_prefix_threshold,ipv6_max_prefix,ipv6_max_prefix_threshold,modified_by_id
44413,"2021-05-18 01:49:22.446105",VGN00C15CIBE001,IPR40001_IUB,,"['1:40001', '1:50001']",['1:40001'],[],[],100000,80,,,1
44414,"2021-05-18 01:49:22.446174",VGN00C15CIBE001,IPR40000_ABIS,,"['1:40000', '1:50000']",['1:40000'],[],[],100000,80,,,1
44415,"2021-05-18 01:49:22.446215",VGN00C15CIBE001,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],100000,80,,,1
44416,"2021-05-18 01:49:22.446253",VGN00C15CIBE001,IPR40004_S1_POI,,"['1:55008', '1:55009']",['1:50004'],[],[],100000,80,,,1
44417,"2021-05-18 01:49:22.446289",VGN00C15CIBE001,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
44418,"2021-05-18 01:49:22.763093",NSBS0051CIBE001,IPTV-local,,[],[],[],[],,,,,1
44419,"2021-05-18 01:49:22.763162",NSBS0051CIBE001,VOIP-local,,[],[],[],[],,,,,1
44420,"2021-05-18 01:49:22.763202",NSBS0051CIBE001,IPR40004_S1,,"['1:40004', '1:50004']",[],[],[],,,,,1
44421,"2021-05-18 01:49:22.763240",NSBS0051CIBE001,IPR40001_IUB,,"['1:40001', '1:50001']",['1:40001'],[],[],100000,80,,,1
44422,"2021-05-18 01:49:22.763277",NSBS0051CIBE001,IPR40003_OAM,,"['1:40003', '1:50003']",['1:40003'],[],[],65535,70,,,1
44423,"2021-05-18 01:49:22.763313",NSBS0051CIBE001,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
44424,"2021-05-18 01:49:22.763349",NSBS0051CIBE001,IPR40000_ABIS,,"['1:40000', '1:50000']",['1:40000'],[],[],65535,70,,,1
44425,"2021-05-18 01:49:22.763385",NSBS0051CIBE001,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],100000,80,,,1
44426,"2021-05-18 01:49:22.763420",NSBS0051CIBE001,IPR40004_S1_POI,,"['1:56000', '1:56003']",['1:50004'],[],[],100000,80,,,1
44427,"2021-05-18 01:49:22.763455",NSBS0051CIBE001,IPR40024_SYNCNMS,,['1:40024'],['1:40024'],[],[],40000,80,,,1
44428,"2021-05-18 01:49:22.763490",NSBS0051CIBE001,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
44429,"2021-05-18 01:49:22.763525",NSBS0051CIBE001,IPR30903_FTTH_VoIP_Prod,,['1:30903'],['1:30903'],[],[],40000,80,,,1
44430,"2021-05-18 01:49:22.929209",BCR00S33CICN002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
44431,"2021-05-18 01:49:23.086855",SILPXSILCICN002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
44432,"2021-05-18 01:49:22.638456",SPC00E67CIRO001,IPR3007_BDO,,['1:3007'],['1:3007'],[],[],8000,80,,,1
44433,"2021-05-18 01:49:22.638545",SPC00E67CIRO001,IPR3110_BOC,,['1:3110'],['1:3110'],[],[],65535,70,,,1
44434,"2021-05-18 01:49:22.638597",SPC00E67CIRO001,IPR3115_PNB,,['1:3115'],['1:3115'],[],[],8000,80,,,1
44435,"2021-05-18 01:49:22.638644",SPC00E67CIRO001,IPR3290_DBP,,['1:3290'],['1:3290'],[],[],8000,80,,,1
44436,"2021-05-18 01:49:22.638691",SPC00E67CIRO001,IPR3426_BSP,,['1:3426'],['1:3426'],[],[],8000,80,,,1
44437,"2021-05-18 01:49:22.638738",SPC00E67CIRO001,IPR3690_JFC,,['1:3690'],['1:3690'],[],[],8000,80,,,1
44438,"2021-05-18 01:49:22.638785",SPC00E67CIRO001,IPR3885_BOC,,['1:3885'],['1:3885'],[],[],8000,80,,,1
44439,"2021-05-18 01:49:22.638832",SPC00E67CIRO001,IPR40004_S1,,"['1:40004', '1:50004']",['1:50004'],[],[],100000,80,,,1
44440,"2021-05-18 01:49:22.638877",SPC00E67CIRO001,IPR5495_LBP,,['1:5495'],['1:5495'],[],[],8000,80,,,1
44441,"2021-05-18 01:49:22.638923",SPC00E67CIRO001,IPR3012_ROSE,,['1:3012'],['1:3012'],[],[],65535,70,,,1
44442,"2021-05-18 01:49:22.638969",SPC00E67CIRO001,IPR3074_PGMC,,['1:3074'],['1:3074'],[],[],8000,80,,,1
44443,"2021-05-18 01:49:22.639014",SPC00E67CIRO001,IPR3124_RCBC,,['1:3124'],['1:3124'],[],[],8000,80,,,1
44444,"2021-05-18 01:49:22.639059",SPC00E67CIRO001,IPR3423_ACDI,,['1:3423'],['1:3423'],[],[],8000,80,,,1
44445,"2021-05-18 01:49:22.639104",SPC00E67CIRO001,IPR3547_PSMT,,['1:3547'],['1:3547'],[],[],40000,80,,,1
44446,"2021-05-18 01:49:22.639149",SPC00E67CIRO001,IPR3837_SMFI,,['1:3837'],['1:3837'],[],[],8000,80,,,1
44447,"2021-05-18 01:49:22.639193",SPC00E67CIRO001,IPR3959_CSBI,,['1:3959'],['1:3959'],[],[],8000,80,,,1
44448,"2021-05-18 01:49:22.639238",SPC00E67CIRO001,IPR40003_OAM,,"['1:40003', '1:50003']",['1:40003'],[],[],100000,80,,,1
44449,"2021-05-18 01:49:22.639282",SPC00E67CIRO001,IPR40007_MBB,,['1:40007'],['1:40007'],[],[],100000,80,,,1
44450,"2021-05-18 01:49:22.639327",SPC00E67CIRO001,IPR40011_MBP,,['1:40011'],['1:40011'],[],[],100000,80,,,1
44451,"2021-05-18 01:49:22.639371",SPC00E67CIRO001,IPR5226_KSTI,,['1:5226'],['1:5226'],[],[],8000,80,,,1
44452,"2021-05-18 01:49:22.639416",SPC00E67CIRO001,IPR5264_BMMC,,['1:5264'],['1:5264'],[],[],8000,80,,,1
44453,"2021-05-18 01:49:22.639460",SPC00E67CIRO001,IPR5286_DPWH,,['1:5286'],['1:5286'],[],[],8000,80,,,1
44454,"2021-05-18 01:49:22.639504",SPC00E67CIRO001,IPR5681_SMPI,,['1:5681'],['1:5681'],[],[],8000,80,,,1
44455,"2021-05-18 01:49:22.639549",SPC00E67CIRO001,IPR5704_DSWD,,['1:5704'],['1:5704'],[],[],8000,80,,,1
44456,"2021-05-18 01:49:22.639593",SPC00E67CIRO001,IPR5727_IONE,,['1:5727'],['1:5727'],[],[],8000,80,,,1
44457,"2021-05-18 01:49:22.639638",SPC00E67CIRO001,IPR6067_IONE,,['1:6067'],['1:6067'],[],[],8000,80,,,1
44458,"2021-05-18 01:49:22.639682",SPC00E67CIRO001,IPR6166_HDMF,,['1:6166'],['1:6166'],[],[],8000,80,,,1
44459,"2021-05-18 01:49:22.639726",SPC00E67CIRO001,IPR30076_IPTV,,['1:30076'],['1:30076'],[],[],40000,80,,,1
44460,"2021-05-18 01:49:22.639770",SPC00E67CIRO001,IPR3061_SUYEN,,['1:3061'],['1:3061'],[],[],8000,80,,,1
44461,"2021-05-18 01:49:22.639814",SPC00E67CIRO001,IPR3077_BINGO,,['1:3077'],['1:3077'],[],[],8000,80,,,1
44462,"2021-05-18 01:49:22.639858",SPC00E67CIRO001,IPR3094_CHINA,,['1:3094'],['1:3094'],[],[],40000,80,,,1
44463,"2021-05-18 01:49:22.639903",SPC00E67CIRO001,IPR3195_STORE,,['1:3195'],['1:3195'],[],[],8000,80,,,1
44464,"2021-05-18 01:49:22.639948",SPC00E67CIRO001,IPR3294_AIR21,,['1:3294'],['1:3294'],[],[],8000,80,,,1
44465,"2021-05-18 01:49:22.639993",SPC00E67CIRO001,IPR3381_LARES,,['1:3381'],['1:3381'],[],[],8000,80,,,1
44466,"2021-05-18 01:49:22.640037",SPC00E67CIRO001,IPR3434_UNION,,['1:3434'],['1:3434'],[],[],8000,80,,,1
44467,"2021-05-18 01:49:22.640082",SPC00E67CIRO001,IPR3456_YUSEN,,['1:3456'],['1:3456'],[],[],8000,80,,,1
44468,"2021-05-18 01:49:22.640126",SPC00E67CIRO001,IPR3921_GSIS2,,['1:3921'],['1:3921'],[],[],8000,80,,,1
44469,"2021-05-18 01:49:22.640171",SPC00E67CIRO001,IPR3926_BPI03,,['1:3926'],['1:3926'],[],[],8000,80,,,1
44470,"2021-05-18 01:49:22.640215",SPC00E67CIRO001,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],40000,80,,,1
44471,"2021-05-18 01:49:22.640259",SPC00E67CIRO001,IPR40006_VOIP,,['1:40006'],['1:40006'],[],[],100000,80,,,1
44472,"2021-05-18 01:49:22.640303",SPC00E67CIRO001,IPR40008_GPRS,,['1:40008'],['1:40008'],[],[],100000,80,,,1
44473,"2021-05-18 01:49:22.640347",SPC00E67CIRO001,IPR5263_SINAG,,['1:5263'],['1:5263'],[],[],8000,80,,,1
44474,"2021-05-18 01:49:22.640392",SPC00E67CIRO001,IPR5270_DMLTB,,['1:5270'],['1:5270'],[],[],8000,80,,,1
44475,"2021-05-18 01:49:22.640436",SPC00E67CIRO001,IPR5283_AMBER,,['1:5283'],['1:5283'],[],[],8000,80,,,1
44476,"2021-05-18 01:49:22.640481",SPC00E67CIRO001,IPR5689_PAXYS,,['1:5689'],['1:5689'],[],[],8000,80,,,1
44477,"2021-05-18 01:49:22.640525",SPC00E67CIRO001,IPR6040_EXTPI,,['1:6040'],['1:6040'],[],[],8000,80,,,1
44478,"2021-05-18 01:49:22.640569",SPC00E67CIRO001,IPR6043_ROXAS,,['1:6043'],['1:6043'],[],[],8000,80,,,1
44479,"2021-05-18 01:49:22.640612",SPC00E67CIRO001,IPR6101_UNION,,['1:6101'],['1:6101'],[],[],8000,80,,,1
44480,"2021-05-18 01:49:22.640675",SPC00E67CIRO001,IPR6111_BIRMO,,['1:6111'],['1:6111'],[],[],8000,80,,,1
44481,"2021-05-18 01:49:22.640712",SPC00E67CIRO001,IPR6170_PEPSI,,['1:6170'],['1:6170'],[],[],8000,80,,,1
44482,"2021-05-18 01:49:22.640749",SPC00E67CIRO001,IPR6209_IEAEI,,['1:6209'],['1:6209'],[],[],8000,80,,,1
44483,"2021-05-18 01:49:22.640786",SPC00E67CIRO001,IPR7114_PAREF,,['1:7114'],['1:7114'],[],[],8000,80,,,1
44484,"2021-05-18 01:49:22.640824",SPC00E67CIRO001,IPR7476_RBCPI,,['1:7476'],['1:7476'],[],[],8000,80,,,1
44485,"2021-05-18 01:49:22.640861",SPC00E67CIRO001,IPR7566_JRSBC,,['1:7566'],['1:7566'],[],[],8000,80,,,1
44486,"2021-05-18 01:49:22.640898",SPC00E67CIRO001,IPR7740_RICOH,,['1:7740'],['1:7740'],[],[],8000,80,,,1
44487,"2021-05-18 01:49:22.640935",SPC00E67CIRO001,IPR30005_IT_DC,,['1:30005'],['1:30005'],[],[],100000,80,,,1
44488,"2021-05-18 01:49:22.640971",SPC00E67CIRO001,IPR3133_ARGENT,,['1:3133'],['1:3133'],[],[],8000,80,,,1
44489,"2021-05-18 01:49:22.641007",SPC00E67CIRO001,IPR3178_CEBU-P,,['1:3178'],['1:3178'],[],[],8000,80,,,1
44490,"2021-05-18 01:49:22.641043",SPC00E67CIRO001,IPR3181_PSBANK,,['1:3181'],['1:3181'],[],[],8000,80,,,1
44491,"2021-05-18 01:49:22.641080",SPC00E67CIRO001,IPR3187_WILCON,,['1:3187'],['1:3187'],[],[],8000,80,,,1
44492,"2021-05-18 01:49:22.641115",SPC00E67CIRO001,IPR3223_SM-SVI,,['1:3223'],['1:3223'],[],[],8000,80,,,1
44493,"2021-05-18 01:49:22.641152",SPC00E67CIRO001,IPR3232_EWBANK,,['1:3232'],['1:3232'],[],[],65535,70,,,1
44494,"2021-05-18 01:49:22.641188",SPC00E67CIRO001,IPR3315_MAPFRE,,['1:3315'],['1:3315'],[],[],8000,80,,,1
44495,"2021-05-18 01:49:22.641226",SPC00E67CIRO001,IPR3326_AUBANK,,['1:3326'],['1:3326'],[],[],8000,80,,,1
44496,"2021-05-18 01:49:22.641263",SPC00E67CIRO001,IPR3382_TOYOTA,,['1:3382'],['1:3382'],[],[],8000,80,,,1
44497,"2021-05-18 01:49:22.641301",SPC00E67CIRO001,IPR3393_VICSAL,,['1:3393'],['1:3393'],[],[],8000,80,,,1
44498,"2021-05-18 01:49:22.641338",SPC00E67CIRO001,IPR3566_SUPER8,,['1:3566'],['1:3566'],[],[],8000,80,,,1
44499,"2021-05-18 01:49:22.641375",SPC00E67CIRO001,IPR3729_HAMMAD,,['1:3729'],['1:3729'],[],[],8000,80,,,1
44500,"2021-05-18 01:49:22.641412",SPC00E67CIRO001,IPR3796_DEPTAG,,['1:3796'],['1:3796'],[],[],8000,80,,,1
44501,"2021-05-18 01:49:22.641449",SPC00E67CIRO001,IPR3825_GUSINC,,['1:3825'],['1:3825'],[],[],8000,80,,,1
44502,"2021-05-18 01:49:22.641486",SPC00E67CIRO001,IPR3852_PBCOM1,,['1:3852'],['1:3852'],[],[],8000,80,,,1
44503,"2021-05-18 01:49:22.641523",SPC00E67CIRO001,IPR5205_PAGASA,,['1:5205'],['1:5205'],[],[],8000,80,,,1
44504,"2021-05-18 01:49:22.641560",SPC00E67CIRO001,IPR5244_101RES,,['1:5244'],['1:5244'],[],[],8000,80,,,1
44505,"2021-05-18 01:49:22.641596",SPC00E67CIRO001,IPR5345_LUZDEV,,['1:5345'],['1:5345'],[],[],8000,80,,,1
44506,"2021-05-18 01:49:22.641633",SPC00E67CIRO001,IPR5349_CRDMIT,,['1:5349'],['1:5349'],[],[],8000,80,,,1
44507,"2021-05-18 01:49:22.641805",SPC00E67CIRO001,IPR5392_POLYIC,,['1:5392'],['1:5392'],[],[],8000,80,,,1
44508,"2021-05-18 01:49:22.641849",SPC00E67CIRO001,IPR5469_FRESNS,,['1:5469'],['1:5469'],[],[],8000,80,,,1
44509,"2021-05-18 01:49:22.641890",SPC00E67CIRO001,IPR5604_SMBINC,,['1:5604'],['1:5604'],[],[],8000,80,,,1
44510,"2021-05-18 01:49:22.641928",SPC00E67CIRO001,IPR6045_NBCCTC,,['1:6045'],['1:6045'],[],[],8000,80,,,1
44511,"2021-05-18 01:49:22.641965",SPC00E67CIRO001,IPR6060_LOFALC,,['1:6060'],['1:6060'],[],[],8000,80,,,1
44512,"2021-05-18 01:49:22.642002",SPC00E67CIRO001,IPR6231_ERAWAN,,['1:6231'],['1:6231'],[],[],8000,80,,,1
44513,"2021-05-18 01:49:22.642039",SPC00E67CIRO001,IPR7481_BUOFTT,,['1:7481'],['1:7481'],[],[],8000,80,,,1
44514,"2021-05-18 01:49:22.642076",SPC00E67CIRO001,IPR7910_SANDEN,,['1:7910'],['1:7910'],[],[],8000,80,,,1
44515,"2021-05-18 01:49:22.642114",SPC00E67CIRO001,IPR7961_UNISAV,,['1:7961'],['1:7961'],[],[],8000,80,,,1
44516,"2021-05-18 01:49:22.642151",SPC00E67CIRO001,IPR30004_IT_LAN,,['1:30004'],['1:30004'],[],[],100000,80,,,1
44517,"2021-05-18 01:49:22.642188",SPC00E67CIRO001,IPR30012_NGNSIG,,['1:30012'],['1:30012'],[],[],40000,80,,,1
44518,"2021-05-18 01:49:22.642225",SPC00E67CIRO001,IPR30044_HUANMS,,['1:30044'],['1:30044'],[],[],40000,80,,,1
44519,"2021-05-18 01:49:22.642262",SPC00E67CIRO001,IPR3008_TELETEC,,['1:3008'],['1:3008'],[],[],8000,80,,,1
44520,"2021-05-18 01:49:22.642299",SPC00E67CIRO001,IPR3013_GOLDARC,,['1:3013'],['1:3013'],[],[],8000,80,,,1
44521,"2021-05-18 01:49:22.642335",SPC00E67CIRO001,IPR3023_SUNLIFE,,['1:3023'],['1:3023'],[],[],8000,80,,,1
44522,"2021-05-18 01:49:22.642372",SPC00E67CIRO001,IPR3038_MERCURY,,['1:3038'],['1:3038'],[],[],8000,80,,,1
44523,"2021-05-18 01:49:22.642408",SPC00E67CIRO001,IPR3042_NBSTORE,,['1:3042'],['1:3042'],[],[],8000,80,,,1
44524,"2021-05-18 01:49:22.642444",SPC00E67CIRO001,IPR3046_INSULAR,,['1:3046'],['1:3046'],[],[],8000,80,,,1
44525,"2021-05-18 01:49:22.642482",SPC00E67CIRO001,IPR3059_PRULIFE,,['1:3059'],['1:3059'],[],[],8000,80,,,1
44526,"2021-05-18 01:49:22.642519",SPC00E67CIRO001,IPR3060_BOARDWK,,['1:3060'],['1:3060'],[],[],8000,80,,,1
44527,"2021-05-18 01:49:22.642556",SPC00E67CIRO001,IPR3063_ABOITIZ,,['1:3063'],['1:3063'],[],[],8000,80,,,1
44528,"2021-05-18 01:49:22.642593",SPC00E67CIRO001,IPR3067_RUSTANS,,['1:3067'],['1:3067'],[],[],8000,80,,,1
44529,"2021-05-18 01:49:22.642629",SPC00E67CIRO001,IPR3068_PJLHUIL,,['1:3068'],['1:3068'],[],[],40000,80,,,1
44530,"2021-05-18 01:49:22.642666",SPC00E67CIRO001,IPR3075_MTTRADE,,['1:3075'],['1:3075'],[],[],8000,80,,,1
44531,"2021-05-18 01:49:22.642703",SPC00E67CIRO001,IPR3099_COCACOL,,['1:3099'],['1:3099'],[],[],8000,80,,,1
44532,"2021-05-18 01:49:22.642740",SPC00E67CIRO001,IPR3104_PHILBUS,,['1:3104'],['1:3104'],[],[],8000,80,,,1
44533,"2021-05-18 01:49:22.642777",SPC00E67CIRO001,IPR3135_SECBANK,,['1:3135'],['1:3135'],[],[],8000,80,,,1
44534,"2021-05-18 01:49:22.642813",SPC00E67CIRO001,IPR3154_BEAUTYP,,['1:3154'],['1:3154'],[],[],8000,80,,,1
44535,"2021-05-18 01:49:22.642849",SPC00E67CIRO001,IPR3157_EXECUTV,,['1:3157'],['1:3157'],[],[],8000,80,,,1
44536,"2021-05-18 01:49:22.642886",SPC00E67CIRO001,IPR3164_STRADCM,,['1:3164'],['1:3164'],[],[],8000,80,,,1
44537,"2021-05-18 01:49:22.642923",SPC00E67CIRO001,IPR3172_BDO_NET,,['1:3172'],['1:3172'],[],[],5000,80,,,1
44538,"2021-05-18 01:49:22.642960",SPC00E67CIRO001,IPR3175_METBANK,,['1:3175'],['1:3175'],[],[],8000,80,,,1
44539,"2021-05-18 01:49:22.642997",SPC00E67CIRO001,IPR3179_GOLDLCS,,['1:3179'],['1:3179'],[],[],8000,80,,,1
44540,"2021-05-18 01:49:22.643033",SPC00E67CIRO001,IPR3200_PURGOLD,,['1:3200'],['1:3200'],[],[],40000,80,,,1
44541,"2021-05-18 01:49:22.643071",SPC00E67CIRO001,IPR3219_ROBNSON,,['1:3219'],['1:3219'],[],[],8000,80,,,1
44542,"2021-05-18 01:49:22.643108",SPC00E67CIRO001,IPR3220_VETERAN,,['1:3220'],['1:3220'],[],[],8000,80,,,1
44543,"2021-05-18 01:49:22.643145",SPC00E67CIRO001,IPR3251_PHMORRS,,['1:3251'],['1:3251'],[],[],8000,80,,,1
44544,"2021-05-18 01:49:22.643184",SPC00E67CIRO001,IPR3279_SWUPGWY,,"['1:3279', '1:3731']","['1:3279', '1:3732']",[],[],8000,80,,,1
44545,"2021-05-18 01:49:22.643222",SPC00E67CIRO001,IPR3284_SNROQUE,,['1:3284'],['1:3284'],[],[],8000,80,,,1
44546,"2021-05-18 01:49:22.643258",SPC00E67CIRO001,IPR3289_PSSLOAN,,['1:3289'],['1:3289'],[],[],8000,80,,,1
44547,"2021-05-18 01:49:22.643295",SPC00E67CIRO001,IPR3291_METROGA,,['1:3291'],['1:3291'],[],[],8000,80,,,1
44548,"2021-05-18 01:49:22.643332",SPC00E67CIRO001,IPR3301_GRNBANK,,['1:3301'],['1:3301'],[],[],8000,80,,,1
44549,"2021-05-18 01:49:22.643369",SPC00E67CIRO001,IPR3361_UCPBVPN,,['1:3361'],['1:3361'],[],[],8000,80,,,1
44550,"2021-05-18 01:49:22.643406",SPC00E67CIRO001,IPR3366_CARDBNK,,['1:3366'],['1:3366'],[],[],8000,80,,,1
44551,"2021-05-18 01:49:22.643444",SPC00E67CIRO001,IPR3367_UCPBSAV,,['1:3367'],['1:3367'],[],[],8000,80,,,1
44552,"2021-05-18 01:49:22.643481",SPC00E67CIRO001,IPR3374_LBCXPRS,,['1:3374'],['1:3374'],[],[],40000,80,,,1
44553,"2021-05-18 01:49:22.643517",SPC00E67CIRO001,IPR3389_ASIABRW,,['1:3389'],['1:3389'],[],[],8000,80,,,1
44554,"2021-05-18 01:49:22.643554",SPC00E67CIRO001,IPR3397_PIONEER,,['1:3397'],['1:3397'],[],[],8000,80,,,1
44555,"2021-05-18 01:49:22.643591",SPC00E67CIRO001,IPR3446_DAV-CTH,,['1:3446'],['1:3446'],[],[],8000,80,,,1
44556,"2021-05-18 01:49:22.643629",SPC00E67CIRO001,IPR3467_CHNTRST,,['1:3467'],['1:3467'],[],[],8000,80,,,1
44557,"2021-05-18 01:49:22.643668",SPC00E67CIRO001,IPR3480_BANCNET,,['1:3480'],['1:3480'],[],[],8000,80,,,1
44558,"2021-05-18 01:49:22.643705",SPC00E67CIRO001,IPR3499_SUMISHO,,['1:3499'],['1:3499'],[],[],8000,80,,,1
44559,"2021-05-18 01:49:22.643742",SPC00E67CIRO001,IPR3526_MANULFE,,['1:3526'],['1:3526'],[],[],8000,80,,,1
44560,"2021-05-18 01:49:22.643778",SPC00E67CIRO001,IPR3530_COUNTRY,,['1:3530'],['1:3530'],[],[],8000,80,,,1
44561,"2021-05-18 01:49:22.643816",SPC00E67CIRO001,IPR3533_PRODBNK,,['1:3533'],['1:3533'],[],[],8000,80,,,1
44562,"2021-05-18 01:49:22.643852",SPC00E67CIRO001,IPR3542_KNTETSU,,['1:3542'],['1:3542'],[],[],8000,80,,,1
44563,"2021-05-18 01:49:22.643889",SPC00E67CIRO001,IPR3544_BOIDATA,,['1:3544'],['1:3544'],[],[],8000,80,,,1
44564,"2021-05-18 01:49:22.643925",SPC00E67CIRO001,IPR3598_AFPMBAI,,['1:3598'],['1:3598'],[],[],8000,80,,,1
44565,"2021-05-18 01:49:22.643961",SPC00E67CIRO001,IPR3604_MAYBANK,,['1:3604'],['1:3604'],[],[],8000,80,,,1
44566,"2021-05-18 01:49:22.643997",SPC00E67CIRO001,IPR3615_LNDBANK,,['1:3615'],['1:3615'],[],[],8000,80,,,1
44567,"2021-05-18 01:49:22.644034",SPC00E67CIRO001,IPR3616_RCBCVPN,,['1:3616'],['1:3616'],[],[],8000,80,,,1
44568,"2021-05-18 01:49:22.644071",SPC00E67CIRO001,IPR3619_NETNFRA,,['1:3619'],['1:3619'],[],[],8000,80,,,1
44569,"2021-05-18 01:49:22.644107",SPC00E67CIRO001,IPR3666_MNDALAY,,['1:3666'],['1:3666'],[],[],8000,80,,,1
44570,"2021-05-18 01:49:22.644144",SPC00E67CIRO001,IPR3770_KWASAKI,,['1:3770'],['1:3770'],[],[],8000,80,,,1
44571,"2021-05-18 01:49:22.644180",SPC00E67CIRO001,IPR3790_ROB-SAV,,['1:3790'],['1:3790'],[],[],8000,80,,,1
44572,"2021-05-18 01:49:22.644216",SPC00E67CIRO001,IPR3827_ORIXMET,,['1:3827'],['1:3827'],[],[],8000,80,,,1
44573,"2021-05-18 01:49:22.644251",SPC00E67CIRO001,IPR3844_SUYSING,,['1:3844'],['1:3844'],[],[],8000,80,,,1
44574,"2021-05-18 01:49:22.644287",SPC00E67CIRO001,IPR3848_DHLXPRS,,['1:3848'],['1:3848'],[],[],8000,80,,,1
44575,"2021-05-18 01:49:22.644324",SPC00E67CIRO001,IPR3867_AVENTUS,,['1:3867'],['1:3867'],[],[],8000,80,,,1
44576,"2021-05-18 01:49:22.644360",SPC00E67CIRO001,IPR3941_ROBCORP,,['1:3941'],['1:3941'],[],[],8000,80,,,1
44577,"2021-05-18 01:49:22.644396",SPC00E67CIRO001,IPR3972_PHLPINC,,['1:3972'],['1:3972'],[],[],8000,80,,,1
44578,"2021-05-18 01:49:22.644433",SPC00E67CIRO001,IPR39983_RADNMS,,['1:39983'],['1:39983'],[],[],8000,80,,,1
44579,"2021-05-18 01:49:22.644468",SPC00E67CIRO001,IPR4515_SUNSHOP,,['1:4515'],['1:4515'],[],[],8000,80,,,1
44580,"2021-05-18 01:49:22.644504",SPC00E67CIRO001,IPR5221_MEYWARE,,['1:5221'],['1:5221'],[],[],8000,80,,,1
44581,"2021-05-18 01:49:22.644540",SPC00E67CIRO001,IPR5426_MBTCDUO,,['1:5426'],['1:5426'],[],[],8000,80,,,1
44582,"2021-05-18 01:49:22.644575",SPC00E67CIRO001,IPR5448_PHLHLTH,,['1:5448'],['1:5448'],[],[],8000,80,,,1
44583,"2021-05-18 01:49:22.644611",SPC00E67CIRO001,IPR5498_MALAYAN,,['1:5498'],['1:5498'],[],[],8000,80,,,1
44584,"2021-05-18 01:49:22.644647",SPC00E67CIRO001,IPR5718_LEISURE,,['1:5718'],['1:5718'],[],[],8000,80,,,1
44585,"2021-05-18 01:49:22.644682",SPC00E67CIRO001,IPR6018_PLDTSIP,,['1:6018'],['1:6018'],[],[],8000,80,,,1
44586,"2021-05-18 01:49:22.644718",SPC00E67CIRO001,IPR6190_IPTSNCR,,['1:6190'],['1:6190'],[],[],40000,80,,,1
44587,"2021-05-18 01:49:22.644754",SPC00E67CIRO001,IPR6199_CAGPWER,,['1:6199'],['1:6199'],[],[],8000,80,,,1
44588,"2021-05-18 01:49:22.644791",SPC00E67CIRO001,IPR7239_SOSCHLD,,['1:7239'],['1:7239'],[],[],8000,80,,,1
44589,"2021-05-18 01:49:22.644827",SPC00E67CIRO001,IPR7337_MAXGINC,,['1:7337'],['1:7337'],[],[],8000,80,,,1
44590,"2021-05-18 01:49:22.644863",SPC00E67CIRO001,IPR7441_BNKSENT,,['1:7441'],['1:7441'],[],[],8000,80,,,1
44591,"2021-05-18 01:49:22.644898",SPC00E67CIRO001,IPR7500_DNDOOCD,,['1:7500'],['1:7500'],[],[],8000,80,,,1
44592,"2021-05-18 01:49:22.644934",SPC00E67CIRO001,IPR7528_NMEATIS,,['1:7528'],['1:7528'],[],[],8000,80,,,1
44593,"2021-05-18 01:49:22.644969",SPC00E67CIRO001,IPR7695_ONEFOOD,,['1:7695'],['1:7695'],[],[],8000,80,,,1
44594,"2021-05-18 01:49:22.645005",SPC00E67CIRO001,IPR7699_EWICPHI,,['1:7699'],['1:7699'],[],[],8000,80,,,1
44595,"2021-05-18 01:49:22.645041",SPC00E67CIRO001,IPR7783_DICTMDS,,['1:7783'],['1:7783'],[],[],8000,80,,,1
44596,"2021-05-18 01:49:22.645076",SPC00E67CIRO001,IPR7844_FETMSOL,,['1:7844'],['1:7844'],[],[],8000,80,,,1
44597,"2021-05-18 01:49:22.645112",SPC00E67CIRO001,IPR7926_BISCUIT,,['1:7926'],['1:7926'],[],[],8000,80,,,1
44598,"2021-05-18 01:49:22.645165",SPC00E67CIRO001,IPR7928_ALPHACO,,['1:7928'],['1:7928'],[],[],8000,80,,,1
44599,"2021-05-18 01:49:22.645201",SPC00E67CIRO001,IPR8136_ROYCEMC,,['1:8136'],['1:8136'],[],[],8000,80,,,1
44600,"2021-05-18 01:49:22.645236",SPC00E67CIRO001,IPR8226_SHINMAG,,['1:8226'],['1:8226'],[],[],8000,80,,,1
44601,"2021-05-18 01:49:22.645271",SPC00E67CIRO001,IPR8232_MDSTPRK,,['1:8232'],['1:8232'],[],[],8000,80,,,1
44602,"2021-05-18 01:49:22.645306",SPC00E67CIRO001,IPR8288_INCYBER,,['1:8288'],['1:8288'],[],[],8000,80,,,1
