id,timestamp,hostname,vrf,description,ipv4_rt_import,ipv4_rt_export,ipv6_rt_import,ipv6_rt_export,ipv4_max_prefix,ipv4_max_prefix_threshold,ipv6_max_prefix,ipv6_max_prefix_threshold,modified_by_id
45768,"2021-05-18 01:49:38.640690",LIPS1300CICU001,IPR30903_FTTH_VoIP_Prod,,['1:30903'],['1:30903'],[],[],40000,80,,,1
45769,"2021-05-18 01:49:38.886849",MKTG3610CIBP002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
45770,"2021-05-18 01:49:39.058031",LIPS0014CICN002,LoopTest_1,,[],[],[],[],,,,,1
45771,"2021-05-18 01:49:39.058099",LIPS0014CICN002,LoopTest_2,,[],[],[],[],,,,,1
45772,"2021-05-18 01:49:39.058140",LIPS0014CICN002,CIPR1001_TNTMGMT_H00,,['1001:1'],['1001:1'],['1001:1'],['1001:1'],,,,,1
45773,"2021-05-18 01:49:39.058180",LIPS0014CICN002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
45774,"2021-05-18 01:49:39.379970",LAGN3816CIBE002,IPR40004_S1,,"['1:40004', '1:50004']",[],[],[],,,,,1
45775,"2021-05-18 01:49:39.380057",LAGN3816CIBE002,IPR40001_IUB,,"['1:40001', '1:50001']",['1:40001'],[],[],100000,80,,,1
45776,"2021-05-18 01:49:39.380109",LAGN3816CIBE002,IPR40000_ABIS,,"['1:40000', '1:50000']",['1:40000'],[],[],100000,80,,,1
45777,"2021-05-18 01:49:39.380156",LAGN3816CIBE002,IPR40002_SYNC,,"['1:40002', '1:50002']",['1:40002'],[],[],100000,80,,,1
45778,"2021-05-18 01:49:39.380203",LAGN3816CIBE002,IPR40004_S1_POI,,"['1:55009', '1:55012']",['1:50004'],[],[],100000,80,,,1
45779,"2021-05-18 01:49:39.380250",LAGN3816CIBE002,CIPR20000_TNTMGMT_H00,,['1:20000'],['1:20000'],['1:20000'],['1:20000'],,,,,1
45780,"2021-05-18 01:49:39.285634",MKTG3610CIBE002,IPR3007_BDO,,['1:3007'],['1:3007'],[],[],8000,80,,,1
45781,"2021-05-18 01:49:39.285740",MKTG3610CIBE002,IPR3110_BOC,,['1:3110'],['1:3110'],[],[],8000,80,,,1
45782,"2021-05-18 01:49:39.285805",MKTG3610CIBE002,IPR3115_PNB,,['1:3115'],['1:3115'],[],[],8000,80,,,1
45783,"2021-05-18 01:49:39.285865",MKTG3610CIBE002,IPR3117_SGS,,['1:3117'],['1:3117'],[],[],8000,80,,,1
45784,"2021-05-18 01:49:39.285924",MKTG3610CIBE002,IPR3290_DBP,,['1:3290'],['1:3290'],[],[],8000,80,,,1
45785,"2021-05-18 01:49:39.285984",MKTG3610CIBE002,IPR3426_BSP,,['1:3426'],['1:3426'],[],[],8000,80,,,1
45786,"2021-05-18 01:49:39.286045",MKTG3610CIBE002,IPR3690_JFC,,['1:3690'],['1:3690'],[],[],8000,80,,,1
45787,"2021-05-18 01:49:39.286115",MKTG3610CIBE002,IPR3824_SDV,,['1:3824'],['1:3824'],[],[],8000,80,,,1
45788,"2021-05-18 01:49:39.286175",MKTG3610CIBE002,IPR3885_BOC,,['1:3885'],['1:3885'],[],[],8000,80,,,1
45789,"2021-05-18 01:49:39.286235",MKTG3610CIBE002,IPR40004_S1,,"['1:40004', '1:50004']",[],[],[],100000,80,,,1
45790,"2021-05-18 01:49:39.286294",MKTG3610CIBE002,IPR5436_TMC,,['1:5436'],['1:5436'],[],[],8000,80,,,1
45791,"2021-05-18 01:49:39.286352",MKTG3610CIBE002,IPR5495_LBP,,['1:5495'],['1:5495'],[],[],8000,80,,,1
45792,"2021-05-18 01:49:39.286410",MKTG3610CIBE002,IPR3012_ROSE,,['1:3012'],['1:3012'],[],[],8000,80,,,1
45793,"2021-05-18 01:49:39.286468",MKTG3610CIBE002,IPR3074_PGMC,,['1:3074'],['1:3074'],[],[],8000,80,,,1
45794,"2021-05-18 01:49:39.286528",MKTG3610CIBE002,IPR3124_RCBC,,['1:3124'],['1:3124'],[],[],8000,80,,,1
45795,"2021-05-18 01:49:39.286588",MKTG3610CIBE002,IPR3423_ACDI,,['1:3423'],['1:3423'],[],[],8000,80,,,1
45796,"2021-05-18 01:49:39.286647",MKTG3610CIBE002,IPR3430_PTBC,,['1:6152'],['1:6152'],[],[],8000,80,,,1
45797,"2021-05-18 01:49:39.286705",MKTG3610CIBE002,IPR3547_PSMT,,['1:3547'],['1:3547'],[],[],8000,80,,,1
45798,"2021-05-18 01:49:39.286763",MKTG3610CIBE002,IPR3837_SMFI,,['1:3837'],['1:3837'],[],[],8000,80,,,1
45799,"2021-05-18 01:49:39.286821",MKTG3610CIBE002,IPR3959_CSBI,,['1:3959'],['1:3959'],[],[],8000,80,,,1
45800,"2021-05-18 01:49:39.286878",MKTG3610CIBE002,IPR40003_OAM,,"['1:40003', '1:50003']",['1:40003'],[],[],100000,80,,,1
45801,"2021-05-18 01:49:39.286937",MKTG3610CIBE002,IPR40018_FMS,,"['1:40018', '1:50018']",['1:40018'],[],[],100000,80,,,1
45802,"2021-05-18 01:49:39.286994",MKTG3610CIBE002,IPR5226_KSTI,,['1:5226'],['1:5226'],[],[],8000,80,,,1
45803,"2021-05-18 01:49:39.287052",MKTG3610CIBE002,IPR5264_BMMC,,['1:5264'],['1:5264'],[],[],8000,80,,,1
45804,"2021-05-18 01:49:39.287111",MKTG3610CIBE002,IPR5286_DPWH,,['1:5286'],['1:5286'],[],[],8000,80,,,1
45805,"2021-05-18 01:49:39.287169",MKTG3610CIBE002,IPR5297_HMHM,,['1:5297'],['1:5297'],[],[],8000,80,,,1
45806,"2021-05-18 01:49:39.287228",MKTG3610CIBE002,IPR5610_YCAB,,['1:5610'],['1:5610'],[],[],8000,80,,,1
45807,"2021-05-18 01:49:39.287285",MKTG3610CIBE002,IPR5641_AUBC,,['1:5641'],['1:5641'],[],[],8000,80,,,1
45808,"2021-05-18 01:49:39.287355",MKTG3610CIBE002,IPR5680_GGPC,,['1:5680'],['1:5680'],[],[],8000,80,,,1
45809,"2021-05-18 01:49:39.287415",MKTG3610CIBE002,IPR5681_SMPI,,['1:5681'],['1:5681'],[],[],8000,80,,,1
45810,"2021-05-18 01:49:39.287473",MKTG3610CIBE002,IPR5704_DSWD,,['1:5704'],['1:5704'],[],[],8000,80,,,1
45811,"2021-05-18 01:49:39.287530",MKTG3610CIBE002,IPR5727_IONE,,['1:5727'],['1:5727'],[],[],8000,80,,,1
45812,"2021-05-18 01:49:39.287589",MKTG3610CIBE002,IPR6034_CHMC,,['1:6034'],['1:6034'],[],[],8000,80,,,1
45813,"2021-05-18 01:49:39.287648",MKTG3610CIBE002,IPR6067_IONE,,['1:6067'],['1:6067'],[],[],8000,80,,,1
45814,"2021-05-18 01:49:39.287707",MKTG3610CIBE002,IPR6166_HDMF,,['1:6166'],['1:6166'],[],[],8000,80,,,1
45815,"2021-05-18 01:49:39.287767",MKTG3610CIBE002,IPR7611_PECS,,['1:7611'],['1:7611'],[],[],8000,80,,,1
45816,"2021-05-18 01:49:39.287825",MKTG3610CIBE002,IPR3061_SUYEN,,['1:3061'],['1:3061'],[],[],8000,80,,,1
45817,"2021-05-18 01:49:39.287889",MKTG3610CIBE002,IPR3077_BINGO,,['1:3077'],['1:3077'],[],[],8000,80,,,1
45818,"2021-05-18 01:49:39.287958",MKTG3610CIBE002,IPR3094_CHINA,,['1:3094'],['1:3094'],[],[],8000,80,,,1
45819,"2021-05-18 01:49:39.288004",MKTG3610CIBE002,IPR3195_STORE,,['1:3195'],['1:3195'],[],[],8000,80,,,1
45820,"2021-05-18 01:49:39.288050",MKTG3610CIBE002,IPR3294_AIR21,,['1:3294'],['1:3294'],[],[],8000,80,,,1
45821,"2021-05-18 01:49:39.288097",MKTG3610CIBE002,IPR3381_LARES,,['1:3381'],['1:3381'],[],[],8000,80,,,1
45822,"2021-05-18 01:49:39.288143",MKTG3610CIBE002,IPR3434_UNION,,['1:3434'],['1:3434'],[],[],8000,80,,,1
45823,"2021-05-18 01:49:39.288189",MKTG3610CIBE002,IPR3450_TANAY,,['1:3450'],['1:3450'],[],[],8000,80,,,1
45824,"2021-05-18 01:49:39.288234",MKTG3610CIBE002,IPR3456_YUSEN,,['1:3456'],['1:3456'],[],[],8000,80,,,1
45825,"2021-05-18 01:49:39.288280",MKTG3610CIBE002,IPR3921_GSIS2,,['1:3921'],['1:3921'],[],[],8000,80,,,1
45826,"2021-05-18 01:49:39.288325",MKTG3610CIBE002,IPR3926_BPI03,,['1:3926'],['1:3926'],[],[],8000,80,,,1
45827,"2021-05-18 01:49:39.288370",MKTG3610CIBE002,IPR40006_VOIP,,['1:40006'],['1:40006'],[],[],100000,80,,,1
45828,"2021-05-18 01:49:39.288416",MKTG3610CIBE002,IPR5204_CTDCL,,['1:5204'],['1:5204'],[],[],8000,80,,,1
45829,"2021-05-18 01:49:39.288461",MKTG3610CIBE002,IPR5263_SINAG,,['1:5263'],['1:5263'],[],[],8000,80,,,1
45830,"2021-05-18 01:49:39.288507",MKTG3610CIBE002,IPR5283_AMBER,,['1:5283'],['1:5283'],[],[],8000,80,,,1
45831,"2021-05-18 01:49:39.288552",MKTG3610CIBE002,IPR5622_SOUTH,,['1:5622'],['1:5622'],[],[],8000,80,,,1
45832,"2021-05-18 01:49:39.288599",MKTG3610CIBE002,IPR5689_PAXYS,,['1:5689'],['1:5689'],[],[],8000,80,,,1
45833,"2021-05-18 01:49:39.288646",MKTG3610CIBE002,IPR6040_EXTPI,,['1:6040'],['1:6040'],[],[],8000,80,,,1
45834,"2021-05-18 01:49:39.288691",MKTG3610CIBE002,IPR6043_ROXAS,,['1:6043'],['1:6043'],[],[],8000,80,,,1
45835,"2021-05-18 01:49:39.288737",MKTG3610CIBE002,IPR6048_VTECH,,['1:6048'],['1:6048'],[],[],8000,80,,,1
45836,"2021-05-18 01:49:39.288782",MKTG3610CIBE002,IPR6101_UNION,,['1:6101'],['1:6101'],[],[],8000,80,,,1
45837,"2021-05-18 01:49:39.288828",MKTG3610CIBE002,IPR6111_BIRMO,,['1:6111'],['1:6111'],[],[],8000,80,,,1
45838,"2021-05-18 01:49:39.288873",MKTG3610CIBE002,IPR6170_PEPSI,,['1:6170'],['1:6170'],[],[],8000,80,,,1
45839,"2021-05-18 01:49:39.288918",MKTG3610CIBE002,IPR6209_IEAEI,,['1:6209'],['1:6209'],[],[],8000,80,,,1
45840,"2021-05-18 01:49:39.288964",MKTG3610CIBE002,IPR7566_JRSBC,,['1:7566'],['1:7566'],[],[],8000,80,,,1
45841,"2021-05-18 01:49:39.289009",MKTG3610CIBE002,IPR8007_EPLDT,,['1:8007'],['1:8007'],[],[],8000,80,,,1
45842,"2021-05-18 01:49:39.289055",MKTG3610CIBE002,IPR8250_HONDA,,['1:8250'],['1:8250'],[],[],8000,80,,,1
45843,"2021-05-18 01:49:39.289100",MKTG3610CIBE002,IPR30005_IT_DC,,['1:30005'],['1:30005'],[],[],100000,80,,,1
45844,"2021-05-18 01:49:39.289146",MKTG3610CIBE002,IPR3133_ARGENT,,['1:3133'],['1:3133'],[],[],8000,80,,,1
45845,"2021-05-18 01:49:39.289192",MKTG3610CIBE002,IPR3178_CEBU-P,,['1:3178'],['1:3178'],[],[],8000,80,,,1
45846,"2021-05-18 01:49:39.289239",MKTG3610CIBE002,IPR3181_PSBANK,,['1:3181'],['1:3181'],[],[],8000,80,,,1
45847,"2021-05-18 01:49:39.289285",MKTG3610CIBE002,IPR3187_WILCON,,['1:3187'],['1:3187'],[],[],8000,80,,,1
45848,"2021-05-18 01:49:39.289331",MKTG3610CIBE002,IPR3191_NIPPON,,['1:3191'],['1:3191'],[],[],8000,80,,,1
45849,"2021-05-18 01:49:39.289376",MKTG3610CIBE002,IPR3223_SM-SVI,,['1:3223'],['1:3223'],[],[],8000,80,,,1
45850,"2021-05-18 01:49:39.289424",MKTG3610CIBE002,IPR3232_EWBANK,,['1:3232'],['1:3232'],[],[],8000,80,,,1
45851,"2021-05-18 01:49:39.289470",MKTG3610CIBE002,IPR3277_HOLCIM,,['1:3277'],['1:3277'],[],[],8000,80,,,1
45852,"2021-05-18 01:49:39.289517",MKTG3610CIBE002,IPR3315_MAPFRE,,['1:3315'],['1:3315'],[],[],8000,80,,,1
45853,"2021-05-18 01:49:39.289563",MKTG3610CIBE002,IPR3326_AUBANK,,['1:3326'],['1:3326'],[],[],8000,80,,,1
45854,"2021-05-18 01:49:39.289607",MKTG3610CIBE002,IPR3382_TOYOTA,,['1:3382'],['1:3382'],[],[],8000,80,,,1
45855,"2021-05-18 01:49:39.289652",MKTG3610CIBE002,IPR3393_VICSAL,,['1:3393'],['1:3393'],[],[],8000,80,,,1
45856,"2021-05-18 01:49:39.289697",MKTG3610CIBE002,IPR3551_GUAGUA,,['1:3551'],['1:3551'],[],[],8000,80,,,1
45857,"2021-05-18 01:49:39.289742",MKTG3610CIBE002,IPR3566_SUPER8,,['1:3566'],['1:3566'],[],[],8000,80,,,1
45858,"2021-05-18 01:49:39.289788",MKTG3610CIBE002,IPR3796_DEPTAG,,['1:3796'],['1:3796'],[],[],8000,80,,,1
45859,"2021-05-18 01:49:39.289834",MKTG3610CIBE002,IPR3825_GUSINC,,['1:3825'],['1:3825'],[],[],8000,80,,,1
45860,"2021-05-18 01:49:39.289880",MKTG3610CIBE002,IPR3852_PBCOM1,,['1:3852'],['1:3852'],[],[],8000,80,,,1
45861,"2021-05-18 01:49:39.289925",MKTG3610CIBE002,IPR3975_RSTNCC,,['1:3975'],['1:3975'],[],[],8000,80,,,1
45862,"2021-05-18 01:49:39.289970",MKTG3610CIBE002,IPR5205_PAGASA,,['1:5205'],['1:5205'],[],[],8000,80,,,1
45863,"2021-05-18 01:49:39.290015",MKTG3610CIBE002,IPR5244_101RES,,['1:5244'],['1:5244'],[],[],8000,80,,,1
45864,"2021-05-18 01:49:39.290060",MKTG3610CIBE002,IPR5268_INLAND,,['1:5268'],['1:5268'],[],[],8000,80,,,1
45865,"2021-05-18 01:49:39.290104",MKTG3610CIBE002,IPR5345_LUZDEV,,['1:5345'],['1:5345'],[],[],8000,80,,,1
45866,"2021-05-18 01:49:39.290149",MKTG3610CIBE002,IPR5349_CRDMIT,,['1:5349'],['1:5349'],[],[],8000,80,,,1
45867,"2021-05-18 01:49:39.290194",MKTG3610CIBE002,IPR5392_POLYIC,,['1:5392'],['1:5392'],[],[],8000,80,,,1
45868,"2021-05-18 01:49:39.290238",MKTG3610CIBE002,IPR5414_ROYALD,,['1:5414'],['1:5414'],[],[],8000,80,,,1
45869,"2021-05-18 01:49:39.290283",MKTG3610CIBE002,IPR5469_FRESNS,,['1:5469'],['1:5469'],[],[],8000,80,,,1
45870,"2021-05-18 01:49:39.290328",MKTG3610CIBE002,IPR5604_SMBINC,,['1:5604'],['1:5604'],[],[],8000,80,,,1
45871,"2021-05-18 01:49:39.290374",MKTG3610CIBE002,IPR5713_JEASTL,,['1:5713'],['1:5713'],[],[],8000,80,,,1
45872,"2021-05-18 01:49:39.290420",MKTG3610CIBE002,IPR5729_SKMOTO,,['1:5729'],['1:5729'],[],[],8000,80,,,1
45873,"2021-05-18 01:49:39.290466",MKTG3610CIBE002,IPR6037_SEARCA,,['1:6037'],['1:6037'],[],[],8000,80,,,1
45874,"2021-05-18 01:49:39.290511",MKTG3610CIBE002,IPR6045_NBCCTC,,['1:6045'],['1:6045'],[],[],8000,80,,,1
45875,"2021-05-18 01:49:39.290557",MKTG3610CIBE002,IPR6054_PAALVP,,['1:6054'],['1:6054'],[],[],8000,80,,,1
45876,"2021-05-18 01:49:39.290603",MKTG3610CIBE002,IPR6059_FRKLNB,,['1:6059'],['1:6059'],[],[],8000,80,,,1
45877,"2021-05-18 01:49:39.290648",MKTG3610CIBE002,IPR6060_LOFALC,,['1:6060'],['1:6060'],[],[],8000,80,,,1
45878,"2021-05-18 01:49:39.290693",MKTG3610CIBE002,IPR6104_IXSFRL,,['1:6104'],['1:6104'],[],[],8000,80,,,1
45879,"2021-05-18 01:49:39.290738",MKTG3610CIBE002,IPR6231_ERAWAN,,['1:6231'],['1:6231'],[],[],8000,80,,,1
45880,"2021-05-18 01:49:39.290782",MKTG3610CIBE002,IPR7008_FLYACE,,['1:7008'],['1:7008'],[],[],8000,80,,,1
45881,"2021-05-18 01:49:39.290827",MKTG3610CIBE002,IPR7290_PAMANA,,['1:7290'],['1:7290'],[],[],8000,80,,,1
45882,"2021-05-18 01:49:39.290871",MKTG3610CIBE002,IPR7381_PLNETC,,['1:7381'],['1:7381'],[],[],8000,80,,,1
45883,"2021-05-18 01:49:39.290916",MKTG3610CIBE002,IPR7481_BUOFTT,,['1:7481'],['1:7481'],[],[],8000,80,,,1
45884,"2021-05-18 01:49:39.290961",MKTG3610CIBE002,IPR7713_LANANG,,['1:7713'],['1:7713'],[],[],8000,80,,,1
45885,"2021-05-18 01:49:39.291006",MKTG3610CIBE002,IPR7910_SANDEN,,['1:7910'],['1:7910'],[],[],8000,80,,,1
45886,"2021-05-18 01:49:39.291051",MKTG3610CIBE002,IPR7938_MICARE,,['1:7938'],['1:7938'],[],[],8000,80,,,1
45887,"2021-05-18 01:49:39.291096",MKTG3610CIBE002,IPR8157_CIMBPH,,['1:8157'],['1:8157'],[],[],8000,80,,,1
45888,"2021-05-18 01:49:39.291142",MKTG3610CIBE002,IPR8208_HKTEST,,['1:8208'],['1:8208'],[],[],8000,80,,,1
45889,"2021-05-18 01:49:39.291188",MKTG3610CIBE002,IPR30004_IT_LAN,,['1:30004'],['1:30004'],[],[],40000,80,,,1
45890,"2021-05-18 01:49:39.291233",MKTG3610CIBE002,IPR30012_NGNSIG,,['1:30012'],['1:30012'],[],[],40000,80,,,1
45891,"2021-05-18 01:49:39.291277",MKTG3610CIBE002,IPR30044_HUANMS,,['1:30044'],['1:30044'],[],[],40000,80,,,1
45892,"2021-05-18 01:49:39.291321",MKTG3610CIBE002,IPR3008_TELETEC,,['1:3008'],['1:3008'],[],[],8000,80,,,1
45893,"2021-05-18 01:49:39.291365",MKTG3610CIBE002,IPR3013_GOLDARC,,['1:3013'],['1:3013'],[],[],8000,80,,,1
45894,"2021-05-18 01:49:39.291426",MKTG3610CIBE002,IPR3023_SUNLIFE,,['1:3023'],['1:3023'],[],[],8000,80,,,1
45895,"2021-05-18 01:49:39.291464",MKTG3610CIBE002,IPR3025_ABENSON,,['1:3025'],['1:3025'],[],[],8000,80,,,1
45896,"2021-05-18 01:49:39.291501",MKTG3610CIBE002,IPR3038_MERCURY,,['1:3038'],['1:3038'],[],[],8000,80,,,1
45897,"2021-05-18 01:49:39.291538",MKTG3610CIBE002,IPR3042_NBSTORE,,['1:3042'],['1:3042'],[],[],8000,80,,,1
45898,"2021-05-18 01:49:39.291575",MKTG3610CIBE002,IPR3046_INSULAR,,['1:3046'],['1:3046'],[],[],8000,80,,,1
45899,"2021-05-18 01:49:39.291612",MKTG3610CIBE002,IPR3059_PRULIFE,,['1:3059'],['1:3059'],[],[],8000,80,,,1
45900,"2021-05-18 01:49:39.291649",MKTG3610CIBE002,IPR3060_BOARDWK,,['1:3060'],['1:3060'],[],[],8000,80,,,1
45901,"2021-05-18 01:49:39.291687",MKTG3610CIBE002,IPR3063_ABOITIZ,,['1:3063'],['1:3063'],[],[],8000,80,,,1
45902,"2021-05-18 01:49:39.291724",MKTG3610CIBE002,IPR3067_RUSTANS,,['1:3067'],['1:3067'],[],[],8000,80,,,1
45903,"2021-05-18 01:49:39.291761",MKTG3610CIBE002,IPR3068_PJLHUIL,,['1:3068'],['1:3068'],[],[],8000,80,,,1
45904,"2021-05-18 01:49:39.291798",MKTG3610CIBE002,IPR3075_MTTRADE,,['1:3075'],['1:3075'],[],[],8000,80,,,1
45905,"2021-05-18 01:49:39.291836",MKTG3610CIBE002,IPR3099_COCACOL,,['1:3099'],['1:3099'],[],[],8000,80,,,1
45906,"2021-05-18 01:49:39.291873",MKTG3610CIBE002,IPR3104_PHILBUS,,['1:3104'],['1:3104'],[],[],8000,80,,,1
45907,"2021-05-18 01:49:39.291918",MKTG3610CIBE002,IPR3135_SECBANK,,['1:3135'],['1:3135'],[],[],8000,80,,,1
45908,"2021-05-18 01:49:39.291955",MKTG3610CIBE002,IPR3154_BEAUTYP,,['1:3154'],['1:3154'],[],[],8000,80,,,1
45909,"2021-05-18 01:49:39.291993",MKTG3610CIBE002,IPR3157_EXECUTV,,['1:3157'],['1:3157'],[],[],8000,80,,,1
45910,"2021-05-18 01:49:39.292030",MKTG3610CIBE002,IPR3164_STRADCM,,['1:3164'],['1:3164'],[],[],8000,80,,,1
45911,"2021-05-18 01:49:39.292067",MKTG3610CIBE002,IPR3172_BDO_NET,,['1:3172'],['1:3172'],[],[],5000,70,,,1
45912,"2021-05-18 01:49:39.292105",MKTG3610CIBE002,IPR3175_METBANK,,['1:3175'],['1:3175'],[],[],8000,80,,,1
45913,"2021-05-18 01:49:39.292142",MKTG3610CIBE002,IPR3179_GOLDLCS,,['1:3179'],['1:3179'],[],[],8000,80,,,1
45914,"2021-05-18 01:49:39.292179",MKTG3610CIBE002,IPR3182_MEDCARD,,['1:3182'],['1:3182'],[],[],8000,80,,,1
45915,"2021-05-18 01:49:39.292216",MKTG3610CIBE002,IPR3200_PURGOLD,,['1:3200'],['1:3200'],[],[],8000,80,,,1
45916,"2021-05-18 01:49:39.292252",MKTG3610CIBE002,IPR3219_ROBNSON,,['1:3219'],['1:3219'],[],[],8000,80,,,1
45917,"2021-05-18 01:49:39.292289",MKTG3610CIBE002,IPR3220_VETERAN,,['1:3220'],['1:3220'],[],[],8000,80,,,1
45918,"2021-05-18 01:49:39.292327",MKTG3610CIBE002,IPR3251_PHMORRS,,['1:3251'],['1:3251'],[],[],8000,80,,,1
45919,"2021-05-18 01:49:39.292364",MKTG3610CIBE002,IPR3279_SWUPGWY,,"['1:3279', '1:3731']","['1:3279', '1:3732']",[],[],8000,80,,,1
45920,"2021-05-18 01:49:39.292403",MKTG3610CIBE002,IPR3284_SNROQUE,,['1:3284'],['1:3284'],[],[],8000,80,,,1
45921,"2021-05-18 01:49:39.292440",MKTG3610CIBE002,IPR3289_PSSLOAN,,['1:3289'],['1:3289'],[],[],8000,80,,,1
45922,"2021-05-18 01:49:39.292477",MKTG3610CIBE002,IPR3291_METROGA,,['1:3291'],['1:3291'],[],[],8000,80,,,1
45923,"2021-05-18 01:49:39.292514",MKTG3610CIBE002,IPR3301_GRNBANK,,['1:3301'],['1:3301'],[],[],8000,80,,,1
45924,"2021-05-18 01:49:39.292550",MKTG3610CIBE002,IPR3361_UCPBVPN,,['1:3361'],['1:3361'],[],[],8000,80,,,1
45925,"2021-05-18 01:49:39.292598",MKTG3610CIBE002,IPR3366_CARDBNK,,['1:3366'],['1:3366'],[],[],8000,80,,,1
45926,"2021-05-18 01:49:39.292635",MKTG3610CIBE002,IPR3367_UCPBSAV,,['1:3367'],['1:3367'],[],[],8000,80,,,1
45927,"2021-05-18 01:49:39.292673",MKTG3610CIBE002,IPR3373_JARDINE,,['1:3373'],['1:3373'],[],[],8000,80,,,1
45928,"2021-05-18 01:49:39.292710",MKTG3610CIBE002,IPR3374_LBCXPRS,,['1:3374'],['1:3374'],[],[],8000,80,,,1
45929,"2021-05-18 01:49:39.292748",MKTG3610CIBE002,IPR3389_ASIABRW,,['1:3389'],['1:3389'],[],[],8000,80,,,1
45930,"2021-05-18 01:49:39.292785",MKTG3610CIBE002,IPR3397_PIONEER,,['1:3397'],['1:3397'],[],[],8000,80,,,1
45931,"2021-05-18 01:49:39.292823",MKTG3610CIBE002,IPR3413_EQUICOM,,['1:3413'],['1:3413'],[],[],8000,80,,,1
45932,"2021-05-18 01:49:39.292860",MKTG3610CIBE002,IPR3446_DAV-CTH,,['1:3446'],['1:3446'],[],[],8000,80,,,1
45933,"2021-05-18 01:49:39.292897",MKTG3610CIBE002,IPR3458_MALAYAN,,['1:3458'],['1:3458'],[],[],8000,80,,,1
45934,"2021-05-18 01:49:39.292934",MKTG3610CIBE002,IPR3467_CHNTRST,,['1:3467'],['1:3467'],[],[],8000,80,,,1
45935,"2021-05-18 01:49:39.292970",MKTG3610CIBE002,IPR3480_BANCNET,,['1:3480'],['1:3480'],[],[],8000,80,,,1
45936,"2021-05-18 01:49:39.293006",MKTG3610CIBE002,IPR3499_SUMISHO,,['1:3499'],['1:3499'],[],[],8000,80,,,1
45937,"2021-05-18 01:49:39.293043",MKTG3610CIBE002,IPR3517_UNGLASS,,['1:3517'],['1:3517'],[],[],8000,80,,,1
45938,"2021-05-18 01:49:39.293081",MKTG3610CIBE002,IPR3526_MANULFE,,['1:3526'],['1:3526'],[],[],8000,80,,,1
45939,"2021-05-18 01:49:39.293118",MKTG3610CIBE002,IPR3530_COUNTRY,,['1:3530'],['1:3530'],[],[],8000,80,,,1
45940,"2021-05-18 01:49:39.293156",MKTG3610CIBE002,IPR3533_PRODBNK,,['1:3533'],['1:3533'],[],[],8000,80,,,1
45941,"2021-05-18 01:49:39.293193",MKTG3610CIBE002,IPR3542_KNTETSU,,['1:3542'],['1:3542'],[],[],8000,80,,,1
45942,"2021-05-18 01:49:39.293229",MKTG3610CIBE002,IPR3544_BOIDATA,,['1:3544'],['1:3544'],[],[],8000,80,,,1
45943,"2021-05-18 01:49:39.293266",MKTG3610CIBE002,IPR3598_AFPMBAI,,['1:3598'],['1:3598'],[],[],8000,80,,,1
45944,"2021-05-18 01:49:39.293302",MKTG3610CIBE002,IPR3604_MAYBANK,,['1:3604'],['1:3604'],[],[],8000,80,,,1
45945,"2021-05-18 01:49:39.293339",MKTG3610CIBE002,IPR3615_LNDBANK,,['1:3615'],['1:3615'],[],[],8000,80,,,1
45946,"2021-05-18 01:49:39.293376",MKTG3610CIBE002,IPR3616_RCBCVPN,,['1:3616'],['1:3616'],[],[],8000,80,,,1
45947,"2021-05-18 01:49:39.293413",MKTG3610CIBE002,IPR3619_NETNFRA,,['1:3619'],['1:3619'],[],[],8000,80,,,1
45948,"2021-05-18 01:49:39.293450",MKTG3610CIBE002,IPR3666_MNDALAY,,['1:3666'],['1:3666'],[],[],8000,80,,,1
45949,"2021-05-18 01:49:39.293487",MKTG3610CIBE002,IPR3713_MAXCARE,,['1:3713'],['1:3713'],[],[],8000,80,,,1
45950,"2021-05-18 01:49:39.293528",MKTG3610CIBE002,IPR3726_ASIANTI,,['1:3726'],['1:3726'],[],[],8000,80,,,1
45951,"2021-05-18 01:49:39.293566",MKTG3610CIBE002,IPR3770_KWASAKI,,['1:3770'],['1:3770'],[],[],8000,80,,,1
45952,"2021-05-18 01:49:39.293604",MKTG3610CIBE002,IPR3772_NETLIVE,,['1:3772'],['1:3772'],[],[],8000,80,,,1
45953,"2021-05-18 01:49:39.293642",MKTG3610CIBE002,IPR3790_ROB-SAV,,['1:3790'],['1:3790'],[],[],8000,80,,,1
45954,"2021-05-18 01:49:39.293680",MKTG3610CIBE002,IPR3827_ORIXMET,,['1:3827'],['1:3827'],[],[],8000,80,,,1
45955,"2021-05-18 01:49:39.293716",MKTG3610CIBE002,IPR3844_SUYSING,,['1:3844'],['1:3844'],[],[],8000,80,,,1
45956,"2021-05-18 01:49:39.293754",MKTG3610CIBE002,IPR3848_DHLXPRS,,['1:3848'],['1:3848'],[],[],8000,80,,,1
45957,"2021-05-18 01:49:39.293790",MKTG3610CIBE002,IPR3853_MOONSUN,,['1:3853'],['1:3853'],[],[],8000,80,,,1
45958,"2021-05-18 01:49:39.293827",MKTG3610CIBE002,IPR3867_AVENTUS,,['1:3867'],['1:3867'],[],[],8000,80,,,1
