hostname,interface,description
LCN04117CIRO001,Bundle-Ether34.702,PAT Test
MLLN0037CICU001,Bundle-Ether1001.102,PID1-15HCKTQ_SMART COMMUNICATIONS INC_IGATE DEMARC_100M
MLLN0037CICU001,Bundle-Ether10001.1025,IPR30076_IPTV_MLLHUOL001_IPTV_DHCP
MLLN0037CICU001,Bundle-Ether10001.1039,MLLHUOL001 FTTH DHCP Public IP
MLLN0037CICU001,Bundle-Ether10001.1101,PID1-11UZ42W_SMART COMMUNICATIONS INC._I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1103,PID1-113U8PX_BUREAU OF JAIL MANAGEMENT AND PENOLOGY_I-GATE-FTTH_5M
MLLN0037CICU001,Bundle-Ether10001.1105,PLDT-BRAND EQUITY MANAGEMENT_PID1-17M83GS_I-GATE_1000M
MLLN0037CICU001,Bundle-Ether10001.1112,SMART COMMUNICATIONS INC._PID1-1651JSI_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1118,SMART COMMUNICATIONS INC._PID1-182ADGG_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1119,SMART COMMUNICATIONS INC._PID1-1229JRX_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1120,SMART COMMUNICATIONS INC._PID1-182BTAC_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1124,DEPARTMENT OF TRADE AND INDUSTRY-BULACAN_PID1-1BZ3M5C_SID DTI-B03-102019-82250_IGATE PREMIUM_6M
MLLN0037CICU001,Bundle-Ether10001.1125,SMART COMMUNICATIONS INC._PID1-11U0AUZ_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10001.1126,PID1-19EGLHV_PHILIPPINE CHARITY SWEEPSTAKES OFFICE_METRO E-WAN_20M
MLLN0037CICU001,Bundle-Ether10001.1128,SMART COMMUNICATIONS INC._PID1-YHECVV_I-GATE BOD_200M
MLLN0037CICU001,Bundle-Ether10001.2024,IPR30903_FTTH_VoIP_Prod_MLLHUOL001_FTTH_RTP
MLLN0037CICU001,Bundle-Ether10001.2030,MLLHUOL001 FTTH DHCP
MLLN0037CICU001,Bundle-Ether10001.2035,MLLHUOL001 Prepaid FTTH DHCP
MLLN0037CICU001,Bundle-Ether10001.2050,MLLHUOL001 FTTH PPPoE
MLLN0037CICU001,Bundle-Ether10001.2059,MLLHUOL001 FTTH DHCP Volume Based
MLLN0037CICU001,Bundle-Ether10001.2104,"CITY GOVERNMENT OF MALOLOS, BULACAN_PID1-1AVNBY2_I-GATE BOD_100M"
MLLN0037CICU001,Bundle-Ether10001.2106,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1AG4AUY_IGATE DIRECT_10M
MLLN0037CICU001,Bundle-Ether10001.2109,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1AG3Q1Y__SID_DICT24-102020-60158I-GATE DIRECT_10M
MLLN0037CICU001,Bundle-Ether10006.1025,HGYHUOL001 IPTV DHCP
MLLN0037CICU001,Bundle-Ether10006.1039,HGYHUOL001 FTTH DHCP Public IP
MLLN0037CICU001,Bundle-Ether10006.1103,SMART COMMUNICATIONS INC._PID1-YDH9M3_I-GATE BOD_100M
MLLN0037CICU001,Bundle-Ether10006.1104,SMART COMMUNICATIONS INC._PID1-19JW89Y_I-GATE BOD_2M
MLLN0037CICU001,Bundle-Ether10006.1106,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1ADBZYF_I-GATE DIRECT_10M
MLLN0037CICU001,Bundle-Ether10006.2024,HGYHUOL001 FTTH RTP
MLLN0037CICU001,Bundle-Ether10006.2030,HGYHUOL001 FTTH DHCP
MLLN0037CICU001,Bundle-Ether10006.2035,HGYHUOL001 Prepaid FTTH DHCP
MLLN0037CICU001,Bundle-Ether10006.2050,HGYHUOL001 FTTH PPPoE
MLLN0037CICU001,Bundle-Ether10006.2059,HGYHUOL001 FTTH DHCP Volume Based
MLLN0037CICU001,Bundle-Ether10006.2101,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY-BULACAN_PID1-1ADBZI9_I-GATE DIRECT_10M
MLLN0037CICU001,Bundle-Ether10006.2102,BULACAN STATE UNIVERSITY_PID1-1B3QTH2_I-GATE PREMIUM_50M
SFU05156CICU001,Bundle-Ether1001.101,PID1-19NWT23_JJEV INFORMATION TECHNOLOGY SOLUTION_METRO ELINE_4000M
SFU05156CICU001,Bundle-Ether10002.1025,IPR30076_IPTV_SFUHUOL002 IPTV DHCP
SFU05156CICU001,Bundle-Ether10002.1039,SFUHUOL002 FTTH DHCP Public IP
SFU05156CICU001,Bundle-Ether10002.2024,IPR30903_FTTH_VoIP_Prod_SFUHUOL002 FTTH RTP
SFU05156CICU001,Bundle-Ether10002.2030,SFUHUOL002 FTTH DHCP
SFU05156CICU001,Bundle-Ether10002.2035,SFUHUOL002 Prepaid FTTH DHCP
SFU05156CICU001,Bundle-Ether10002.2050,SFUHUOL002 FTTH PPPoE
SFU05156CICU001,Bundle-Ether10002.2059,SFUHUOL002 FTTH DHCP Volume Based
SFU05156CICU001,Bundle-Ether10010.1025,IPR30076_IPTV_CBBHUOL001 IPTV DHCP
SFU05156CICU001,Bundle-Ether10010.1039,CBBHUOL001 FTTH DHCP Public IP
SFU05156CICU001,Bundle-Ether10010.1702,IONE RESOURCES INC.-GOVERNMENT ACCOUNTS_PID1-1B5G2DT_SIDIRIA01-012020-65513_IGATE_10M
SFU05156CICU001,Bundle-Ether10010.2024,IPR30903_FTTH_VoIP_Prod_CBBHUOL001 FTTH RTP
SFU05156CICU001,Bundle-Ether10010.2030,CBBHUOL001 FTTH DHCP
SFU05156CICU001,Bundle-Ether10010.2035,CBBHUOL001 Prepaid FTTH DHCP
SFU05156CICU001,Bundle-Ether10010.2050,CBBHUOL001 FTTH PPPoE
SFU05156CICU001,Bundle-Ether10010.2059,CBBHUOL001 FTTH DHCP Volume Based
SFUN3814CIBE002,Bundle-Ether30002.950,TUG00N31CICU001_OLT_FNAT
SFUN3814CIBE002,Bundle-Ether30002.951,SFU05156CICU001 FTTH DHCP Public IP
SFUN3814CIBE002,Bundle-Ether30002.952,LAGN0000CICU001_FTTH_DHCP_Public_IP
SFUN3814CIBE002,Bundle-Ether30002.1201,TUG00N31CICU001_AMUHUOL001_CONS
SFUN3814CIBE002,Bundle-Ether30002.1202,TUG00N31CICU001_TUGHUOL001_CONS
SFUN3814CIBE002,Bundle-Ether30002.1203,TUG00N31CICU001_TUGHUOL002_CONS
SFUN3814CIBE002,Bundle-Ether30002.1204,TUG00N31CICU001_IGGHUOL001_CONS
SFUN3814CIBE002,Bundle-Ether30002.1205,CBBHUOL001 FTTH DHCP
SFUN3814CIBE002,Bundle-Ether30002.1206,SFUHUOL002 FTTH DHCP
SFUN3814CIBE002,Bundle-Ether30002.1207,LAGN0000CICU001_PSQHUOL002_FTTH_DHCP
SFUN3814CIBE002,Bundle-Ether30002.1208,LAGN0000CICU001_VINFEOL001_FTTH_DHCP
CABN5695CICU001,Bundle-Ether1001.4081,PID1-15ZFU5R_MULTINETWORK CABLE TELEVISION_CABHUDE013
CABN5695CICU001,Bundle-Ether1002.102,PID1-18GML9B_SMART COMMUNICATIONS INC._BRAINS IPVPN-LL_50M
CABN5695CICU001,Bundle-Ether1002.4081,PID84234_ROBINSONS CABANATUAN (SMART PROJECT)_CABHUDE014
CABN5695CICU001,Bundle-Ether1003.4081,PID119788_WALTERMART TALAVERA_TVRHUDE001
CABN5695CICU001,Bundle-Ether10002.1026,CABHUOL001_IPTV_MULTICAST
CABN5695CICU001,Bundle-Ether10002.1101,PID1-137UZ3Z_KAREILA MANAGEMENT CORPORATION_BRAINS IPVPN-LL_2M
CABN5695CICU001,Bundle-Ether10002.1102,PID1-14OGEY9_PHIL. BANK OF COMMUNICATIONS_IPVPN FTTH_2M
CABN5695CICU001,Bundle-Ether10002.1104,LBC EXPRESS INC._PID1-17E2EJ2_BRAINS IPVPN-LL_2M
CABN5695CICU001,Bundle-Ether10002.1106,LBP_PID_101603539
CABN5695CICU001,Bundle-Ether10002.1107,JRS BUSINESS CORPORATION_PID1-17A0NSV_BRAINS IPVPN-LL_512K
CABN5695CICU001,Bundle-Ether10002.1108,HOUSEHOLD DEVELOPMENT CORPORATION_PID100677628_BRAINS IPVPN-LL_1M
CABN5695CICU001,Bundle-Ether10002.1109,BNKSENT_PID_1-168KIOJ
CABN5695CICU001,Bundle-Ether10002.1111,EAST WEST BANKING CORPORATION_PID1-18FI06D_IPVPN_10M
CABN5695CICU001,Bundle-Ether10002.1112,"SAN MIGUEL BREWERY, INC._PID1-1797GBA_BRAINS IPVPN-LL_4M"
CABN5695CICU001,Bundle-Ether10002.1113,DEVELOPMENT BANK OF THE PHILIPPINES_PID1-1870OYG_SHOPS.WORK_2M
CABN5695CICU001,Bundle-Ether10002.1114,CHINA BANKING CORPORATION_PID1-180A3KE_BRAINS IPVPN-LL_4M
CABN5695CICU001,Bundle-Ether10002.1117,BANK OF THE PHILIPPINE ISLANDS_PID1-19FOGU7_BRAINS IPVPN-LL_2M
CABN5695CICU001,Bundle-Ether10002.1118,SM INVESTMENTS CORPORATION_PID1-18VSLHV_BRAINS IPVPN-LL_256K
CABN5695CICU001,Bundle-Ether10002.1119,"MAYBANK PHILIPPINES, INCORPORATED_PID1-194FLDX_BRAINS IPVPN-LL_6M"
CABN5695CICU001,Bundle-Ether10002.1121,UNION BANK OF THE PHILS._PID1-19ARNXA_BRAINS IPVPN-LL_6M
CABN5695CICU001,Bundle-Ether10002.1122,PRU LIFE INSURANCE CORPORATION OF U.K_PID1-1973T39_BRAINS IPVPN-LL_8M
CABN5695CICU001,Bundle-Ether10002.1123,LARES INCORPORATED_PID103874890_IPVPN_1M
CABN5695CICU001,Bundle-Ether10002.1125,BUREAU OF THE TREASURY_PID1-19NZY6P_IPVPN_6M
CABN5695CICU001,Bundle-Ether10002.1126,LBC EXPRESS INC._PID1-1ABCYNK_IPVPN_1M
CABN5695CICU001,Bundle-Ether10002.1128,LBC EXPRESS INC._PID1-1ABVGTD_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.1129,SECURITY BANK CORPORATION_PID1-1A1HYB6_IPVPN_10M
CABN5695CICU001,Bundle-Ether10002.2001,CABHUOL001_FTTH_NMS
CABN5695CICU001,Bundle-Ether10002.2101,BANK OF THE PHILIPPINE ISLANDS_PID1-1ADQF6O_IPVPN_6M
CABN5695CICU001,Bundle-Ether10002.2103,PHILIPPINE NATIONAL BANK_PID1-1AHLBPY/PNB01-012021-74649_IPVPN_4M
CABN5695CICU001,Bundle-Ether10002.2104,PAWNSAFE SERVICES CORPORATION_PID104584004_SID PSC16-032021-37201_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2105,P.J. LHUILLIER INC._PID104593097/PLI02-032021-48927_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2106,P.J. LHUILLIER INC._PID104596592/PLI02-032021-91678_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2107,P.J. LHUILLIER INC._PID104596282/PLI02-032021-90778_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2108,P.J. LHUILLIER INC._PID104596436/SID PLI02-032021-91262_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2110,P.J. LHUILLIER INC._PID104596525_SIDPLI02-032021-91444_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2112,BROADVUE TRADERS CORPORATION_PID104644961/BTC08-032021-54557_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2113,ASIA UNITED BANK CORP_PID104561268_IPVPN_512K
CABN5695CICU001,Bundle-Ether10002.2114,LAND BANK OF THE PHILIPPINES_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2115,EAST WEST BANK_PID1-1CWJUZS_IPVPN_10M
CABN5695CICU001,Bundle-Ether10002.2116,PHILIPPINE VETERANS BANK_PID1-1CXCLIC_IPVPN_6M
CABN5695CICU001,Bundle-Ether10002.2117,"BDO UNIBANK, INC._PID104697410_IPVPN_2M"
CABN5695CICU001,Bundle-Ether10002.2118,VERITE PAWN CORPORATION_PID104596576_IPVPN_2M
CABN5695CICU001,Bundle-Ether10002.2119,MANUFACTURERS LIFE INSURANCE CO._PID104665853_IPVPN_4M_TESTWAN
CABN5695CICU001,Bundle-Ether10003.1026,IPR30076_IPTV_ALGHUOL001_IPTV_Multicast
CABN5695CICU001,Bundle-Ether10003.2001,IPR30044_HUANMS_ALGHUOL001_FTTH_NMS
CABN5695CICU001,Bundle-Ether10006.1001,MNXFEOL001_FTTH_NMS
CABN5695CICU001,Bundle-Ether10006.1026,IPR30076_IPTV_CABN5695CICU001_MNXFEOL001_IPTV_Multicast_RID171125
CABN5695CICU001,Bundle-Ether10006.1103,AND BANK OF THE PHILIPPINES_PID1-1A4C10Z_IPVPN_2M
CABN5695CICU001,Bundle-Ether10008.1026,SRNHUOL001 IPTV Multicast
CABN5695CICU001,Bundle-Ether10008.2001,IPR30044_HUANMS_SRNHUOL001 FTTH NMS
CABN5695CICU001,Bundle-Ether10011.1026,TVRHUOL001 IPTV Multicast
CABN5695CICU001,Bundle-Ether10011.1102,"PID103799996_BDO UNIBANK, INC._BRAINS IPVPN-LL_2M"
CABN5695CICU001,Bundle-Ether10011.1103,PID1-T6DNQQ_Bureau of Internal Revenue - Main Office_BRAINS IPVPN-LL_2M
CABN5695CICU001,Bundle-Ether10011.1104,"PUREGOLD PRICE CLUB, INCORPORATED_PID1-17JWDVX_IPVPN FTTH_2M"
CABN5695CICU001,Bundle-Ether10011.1106,EAST WEST BANKING CORPORATION_PID1-16AGIIT_BRAINS IPVPN-LL_10M
CABN5695CICU001,Bundle-Ether10011.1107,BANK OF THE PHILIPPINE ISLANDS_PID1-18OGRZR_BRAINS IPVPN-LL_2M
CABN5695CICU001,Bundle-Ether10011.1108,ROBINSONS SUPERMARKET - TALAVERA_PID103647835_SHOPS.WORK_2M
CABN5695CICU001,Bundle-Ether10011.2001,IPR30044_HUANMS_TVRHUOL001 FTTH NMS
CABN5695CICU001,Bundle-Ether10011.2101,PRODUCERS SAVINGS BANK CORPORATION_PID104635466_IPVPN_2M
CABN5695CICU001,BVI100021025,CABHUOL001 IPTV DHCP
CABN5695CICU001,BVI100022024,CABHUOL001 FTTH RTP
CABN5695CICU001,BVI100031025,ALGHUOL001 IPTV DHCP
CABN5695CICU001,BVI100032024,ALGHUOL001 FTTH RTP
CABN5695CICU001,BVI100061024,MNXFEOL001 FTTH RTP
CABN5695CICU001,BVI100061025,MNXFEOL001 IPTV DHCP
CABN5695CICU001,BVI100081025,SRNHUOL001 IPTV DHCP
CABN5695CICU001,BVI100082024,SRNHUOL001 FTTH RTP
CABN5695CICU001,BVI100111025,TVRHUOL001 IPTV DHCP
CABN5695CICU001,BVI100112024,TVRHUOL001 FTTH RTP
BATS0002CICU001,Bundle-Ether1001.101,PID1-12DBGR2_SM INVESTMENTS CORPORATION_BRAINS IPVPN-LL_4M
BATS0002CICU001,Bundle-Ether1001.102,"PID1-192FDB5_BDO UNIBANK, INC._IPVPN DEMARC_2M"
BATS0002CICU001,Bundle-Ether1001.104,"PID1-18B4VCF_ONE FOOD GROUP MANAGEMENT SERVICES, INC._BRAINS IPVPN-LL_2M"
BATS0002CICU001,Bundle-Ether1001.3200,S6416_3G_OAM_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.3220,S6416_3G_IUB_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.3280,S6416_3G_IPR40002_SYNC_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.3400,S6416_FD_OAM_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.3420,S6416_FD_S1_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.3480,S6416_FD_SYNC_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1001.4081,SM CITY LEMERY_BATHUDE010
BATS0002CICU001,Bundle-Ether1002.3000,S3571_2G_OAM_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3020,S3571_2G_ABIS_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3080,S3571_2G_SYNC_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3200,S3571_3G_OAM_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3220,S3571_3G_IUB_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3400,S3571_FD_OAM_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3420,S3571_FD_S1_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.3480,S3571_FD_SYNC_1_CR-20210301-00552
BATS0002CICU001,Bundle-Ether1002.4081,PID75352_XENTRO MALL BATANGAS_BATHUDE026
BATS0002CICU001,Bundle-Ether1003.4081,PID1-12NBUE4_ADVANCED SCIENCE AND TECHNOLOGY INSTITUTE_BATHUDE015
BATS0002CICU001,Bundle-Ether5001.501,BATFEAG022 NMS
BATS0002CICU001,Bundle-Ether5001.510,BATFEAG022 Signaling
BATS0002CICU001,Bundle-Ether5001.515,BATFEAG022 RTP
BATS0002CICU001,Bundle-Ether5001.1026,BATFEAG022 VDSL IPTV Multicast
BATS0002CICU001,Bundle-Ether5002.501,BATFEAG023 NMS
BATS0002CICU001,Bundle-Ether5002.510,BATFEAG023 Signaling
BATS0002CICU001,Bundle-Ether5002.515,BATFEAG023 RTP
BATS0002CICU001,Bundle-Ether5002.1026,BATFEAG023 VDSL IPTV Multicast
BATS0002CICU001,Bundle-Ether5003.501,BATFEAG011 NMS
BATS0002CICU001,Bundle-Ether5003.510,BATFEAG011 SIGNALING
BATS0002CICU001,Bundle-Ether5003.515,BATFEAG011 RTP
BATS0002CICU001,Bundle-Ether5003.1026,BATFEAG011_VDSL_IPTV_MULTICAST
BATS0002CICU001,Bundle-Ether10002.1001,BATFEOL002_FTTH_NMS
BATS0002CICU001,Bundle-Ether10002.1026,BATFEOL002_IPTV_Multicast
BATS0002CICU001,Bundle-Ether10002.1104,POLYLITE INDUSTRIAL CORPORATION_PID1-18BXD6I_BRAINS IPVPN-LL_2M
BATS0002CICU001,Bundle-Ether10002.1105,"PLANBANK (RURAL BANK OF CANLUBANG PLANTERS, INC)_PID1-15J2UKS_BRAINS IPVPN-LL_1M"
BATS0002CICU001,Bundle-Ether10002.1110,P.J. LHUILLIER INC._PID1-19AE0YV_BRAINS IPVPN-LL_1M
BATS0002CICU001,Bundle-Ether10002.1111,DAVAO CITIHARDWARE INC._PID1-19YIIK5_BRAINS IPVPN-LL_4M
BATS0002CICU001,Bundle-Ether10002.1113,LBC EXPRESS INC._PID1-1A3JIT0_IPVPN FTTH_1M
BATS0002CICU001,Bundle-Ether10002.1114,"BDO UNIBANK, INC._PID1-183UTF0_IPVPN_4M"
BATS0002CICU001,Bundle-Ether10002.1116,GOVERNMENT SERVICE INSURANCE SYSTEM_PID104111122_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1117,EAST WEST BANKING CORPORATION_PID1-178L6CT_IPVPN_10M
BATS0002CICU001,Bundle-Ether10002.1120,CHINA BANKING CORPORATION_PID1-1AFUI8N_IPVPN_4M
BATS0002CICU001,Bundle-Ether10002.1121,"BDO UNIBANK, INC._PID1-183UTF0_IPVPN_4M"
BATS0002CICU001,Bundle-Ether10002.1126,CHINA BANKING CORPORATION_PID103603137_IPVPN_4M
BATS0002CICU001,Bundle-Ether10002.1127,LAND BANK OF THE PHILIPPINES_PID1-18NNDKH_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1129,"BDO UNIBANK, INC._PID1-1AH196I_IPVPN_64K"
BATS0002CICU001,Bundle-Ether10002.1130,CITY SAVINGS BANK INC._PID1-1ADTJIF_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1131,PHILIPPINE VETERANS BANK_PID1-1B0FIAJ_IPVPN_10M
BATS0002CICU001,Bundle-Ether10002.1132,"BDO UNIBANK, INC._PID1-1AON78Q_IPVPN_8M"
BATS0002CICU001,Bundle-Ether10002.1133,LAND BANK OF THE PHILIPPINES_PID100727749_IPVPN_1M
BATS0002CICU001,Bundle-Ether10002.1134,LAND BANK OF THE PHILIPPINES_PID1-1BLVB7G_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1135,CHINA BANKING CORPORATION_PID104376290_SIDCBC01-102020-71765_IPVPN_4M
BATS0002CICU001,Bundle-Ether10002.1136,VERITE PAWN CORPORATION_PID104398049/SID VPC01-112020-96174_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1137,LARES INCORPORATED_PID100473593/LI04-012013-65086_IPVPN_512K
BATS0002CICU001,Bundle-Ether10002.1138,ASIAN VISION CABLE HOLDINGS_PID1-1BQZSDF/SID AVCH01-112020-21225_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1141,MERCURY DRUG CORP._PID1-1C97Q0I_IPVPN_2M
BATS0002CICU001,Bundle-Ether10002.1142,SM INVESTMENTS CORPORATION_PID104657389_IPVPN_1M
BATS0002CICU001,Bundle-Ether10002.1161,INSULAR_PID_1-16UPDZK
BATS0002CICU001,Bundle-Ether10002.1162,HDMF-CORPORATE HEADQUARTERS_PID1-1ACJHFV_IPVPN_2M
BATS0002CICU001,Bundle-Ether10003.1001,BATFEOL003 FTTH NMS
BATS0002CICU001,Bundle-Ether10003.1026,BATFEOL003 IPTV Multicast
BATS0002CICU001,Bundle-Ether10004.1001,BATFEOL004 FTTH NMS
BATS0002CICU001,Bundle-Ether10004.1026,BATFEOL004 IPTV Multicast
BATS0002CICU001,Bundle-Ether10004.1103,Bureau of Immigration and Deportation_PID1-18OAR0Q_IPVPN_6M
BATS0002CICU001,BVI50011025,BATS0002CICU001 _MSAN IPTV DHCP
BATS0002CICU001,BVI100021024,BATFEOL002 FTTH RTP
BATS0002CICU001,BVI100021025,BATFEOL002 IPTV DHCP
BATS0002CICU001,BVI100031024,BATFEOL003 FTTH RTP
BATS0002CICU001,BVI100031025,BATFEOL003 IPTV DHCP
BATS0002CICU001,BVI100041024,BATFEOL004 FTTH RTP
BATS0002CICU001,BVI100041025,BATFEOL004 IPTV DHCP
VGN00C15CIBE001,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210405-00202
VGN00C15CIBE001,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210405-00202
VGN00C15CIBE001,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210405-00202
VGN00C15CIBE001,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210405-00202
PRQG0049CIBE001,Bundle-Ether37.888,NPQHUBS002 IPR30001_BNG_DRA
PRQPXPRQCIBE001,Bundle-Ether65534.3000,SID_PATHYB_HUB_080321_PID_PATHYB_HUB_080321
PRQPXPRQCIBE001,Bundle-Ether65534.3010,SID_PATHYB_POI_0803_PID_PATHYB_POI_0803
CKLN8004CIBE001,Bundle-Ether20000.20,Connected to ANG03922RT01NE40E01_SMART_PIVOT_SIGTRAN_Signaling (RAN_Backend_Core)_RID143808
CKLN8004CIBE001,Bundle-Ether20000.40,Connected to ANG03922RT01NE40E01_SMART_PIVOT_SERVICE_Core<>Core_RID143808
CKLN8004CIBE001,Bundle-Ether20000.50,Connected to ANG03922RT01NE40E01_SMART_PIVOT_S1 (SMART_S1)_WO-20201106-01235
CKLN8004CIBE001,Bundle-Ether20000.60,Connected to ANG03922RT01NE40E01_SMART_PIVOT_MBB_BSC_RNC<>Packet Core _RID143808
CKLN8004CIBE001,Bundle-Ether20000.70,Connected to ANG03922RT01NE40E01_SMART_PIVOT_MBB_BSC_RNC<>Packet Core _RID143808
CKLN8004CIBE001,Bundle-Ether20000.80,Connected to ANG03922RT01NE40E01_SMART_PIVOT_GPRS_Core<>Core_RID143808
CKLN8004CIBE001,Bundle-Ether20000.120,Connected to ANG03922RT01NE40E01_SMART_PIVOT_MBP_BBW/Internal SMART_PIVOT Public IP_RID143808
CKLN8004CIBE001,Bundle-Ether20000.130,Connected to ANG03922RT01NE40E01_SMART_PIVOT_OAM_Management_RID143808
CKLN8004CIBE001,Bundle-Ether20000.160,Connected to ANG03922RT01NE40E01_SMART_PIVOT_IT_LAN_IT Workstations_RID143808
CKLN8004CIBE001,Bundle-Ether20000.170,Connected to ANG03922RT01NE40E01_SMART_PIVOT_IT_DC_IT Servers_RID143808
CKLN8004CIBE001,Bundle-Ether20000.180,Connected to ANG03922RT01NE40E01_SMART_PIVOT_VOIP_BSC_RNC<>CS Core (MGW)_RID143808
CKLN8004CIBE001,Bundle-Ether20000.181,Connected to ANG03922RT01NE40E01_SMART_PIVOT_DATA_SYNC_PACKET CORE SYNC_RID143808
CKLN8004CIBE001,Bundle-Ether20000.182,Connected to ANG03922RT01NE40E01_SMART_PIVOT_WIFI_Controller (SMART_PIVOT WIFI)_RID143808
CKLN8004CIBE001,Bundle-Ether20000.183,Connected to ANG03922RT01NE40E01_SMART_PIVOT to PLDT_ CIPR20000_TNTMGMT_H00
CKLN8004CIBE001,Bundle-Ether20000.190,Connected to ANG03922RT01NE40E01_SMART_PIVOT_VOIP IMS_RID143808
CKLN8004CIBE001,Bundle-Ether20000.215,Connected to ANG03922RT01NE40E01_SMART_PIVOT_DMZ-NL2_DMZ to vEPDG (for Vitro Clark)_RID143808
CKLN8004CIBE001,Bundle-Ether20000.4026,Connected to ANG03922RT01NE40E01_SMART_PIVOT_BNG_DRA (PLDT_BNG_DRA)
CKLN8004CIBE001,Bundle-Ether20001.700,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_SIGTRAN_Signaling (RAN_Backend_Core)_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.701,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_OAM_Management_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.702,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_VOIP_BSC_RNC<>CS Core (MGW)_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.703,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_IT_LAN_IT Workstations_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.704,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_IT_DC_IT Servers_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.705,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_NGNSIG_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.706,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_USA-SERVICES_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.707,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_USA-OM_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.708,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_MBP_BBW/Internal SMART_PIVOT Public IP_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.709,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_SECUREDNS_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.710,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_GPRS_Core<>Core_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.711,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_MBB_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.712,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_S1_WO-20201105-02424
CKLN8004CIBE001,Bundle-Ether20001.713,Connected to CLKM3B1R17A9006CR001_SMART_FALCON_NTP_WO-20201105-02424
